shape_id,shape_pt_sequence,shape_pt_lat,shape_pt_lon
15JUNE-2064192,50006,47.122901,-122.559587
15JUNE-2064192,60001,47.122901,-122.559587
15JUNE-2064192,60002,47.124114,-122.557525
15JUNE-2064192,60003,47.124544,-122.556795
15JUNE-2064192,60004,47.124777,-122.556418
15JUNE-2064192,70001,47.124777,-122.556418
15JUNE-2064192,70002,47.124834,-122.556325
15JUNE-2064192,70003,47.126049,-122.554212
15JUNE-2064192,80001,47.126049,-122.554212
15JUNE-2064192,80002,47.126104,-122.554115
15JUNE-2064192,80003,47.125584,-122.553445
15JUNE-2064192,80004,47.124504,-122.552055
15JUNE-2064192,80005,47.123803,-122.551176
15JUNE-2064192,90001,47.123803,-122.551176
15JUNE-2064192,90002,47.123444,-122.550725
15JUNE-2064192,90003,47.125274,-122.547585
15JUNE-2064192,90004,47.125380,-122.547408
15JUNE-2064192,100001,47.125380,-122.547408
15JUNE-2064192,100002,47.126614,-122.545335
15JUNE-2064192,100003,47.126788,-122.545035
15JUNE-2064192,110001,47.126788,-122.545035
15JUNE-2064192,110002,47.127444,-122.543905
15JUNE-2064192,110003,47.127804,-122.543325
15JUNE-2064192,110004,47.127434,-122.542865
15JUNE-2064192,110005,47.127304,-122.542715
15JUNE-2064192,110006,47.127124,-122.542445
15JUNE-2064192,110007,47.127014,-122.542305
15JUNE-2064192,110008,47.126814,-122.542035
15JUNE-2064192,110009,47.126604,-122.541805
15JUNE-2064192,110010,47.126474,-122.541715
15JUNE-2064192,110011,47.126394,-122.541655
15JUNE-2064192,110012,47.126244,-122.541625
15JUNE-2064192,110013,47.126094,-122.541615
15JUNE-2064192,110014,47.126014,-122.541645
15JUNE-2064192,110015,47.125904,-122.541705
15JUNE-2064192,110016,47.125754,-122.541835
15JUNE-2064192,110017,47.125594,-122.542005
15JUNE-2064192,110018,47.125314,-122.542375
15JUNE-2064192,110019,47.125144,-122.542565
15JUNE-2064192,110020,47.124984,-122.542665
15JUNE-2064192,110021,47.124884,-122.542725
15JUNE-2064192,110022,47.124744,-122.542755
15JUNE-2064192,110023,47.124604,-122.542775
15JUNE-2064192,110024,47.124184,-122.542795
15JUNE-2064192,110025,47.123904,-122.542795
15JUNE-2064192,110026,47.123484,-122.542805
15JUNE-2064192,110027,47.122724,-122.542815
15JUNE-2064192,110028,47.121144,-122.542845
15JUNE-2064192,110029,47.121154,-122.542095
15JUNE-2064192,110030,47.121184,-122.540005
15JUNE-2064192,110031,47.121184,-122.538775
15JUNE-2064192,110032,47.121184,-122.537715
15JUNE-2064192,110033,47.121184,-122.537405
15JUNE-2064192,110034,47.124354,-122.537415
15JUNE-2064192,110035,47.124474,-122.537465
15JUNE-2064192,110036,47.124493,-122.537482
15JUNE-2064192,120001,47.124493,-122.537482
15JUNE-2064192,120002,47.124554,-122.537535
15JUNE-2064192,120003,47.124714,-122.537325
15JUNE-2064192,120004,47.124794,-122.537205
15JUNE-2064192,120005,47.124824,-122.537045
15JUNE-2064192,120006,47.124824,-122.536805
15JUNE-2064192,120007,47.124834,-122.534085
15JUNE-2064192,120008,47.124834,-122.533935
15JUNE-2064192,120009,47.124794,-122.533935
15JUNE-2064192,130001,47.124794,-122.533935
15JUNE-2064192,130002,47.124834,-122.533935
15JUNE-2064192,130003,47.124844,-122.533325
15JUNE-2064192,130004,47.124854,-122.531085
15JUNE-2064192,130005,47.124854,-122.530885
15JUNE-2064192,130006,47.124864,-122.530335
15JUNE-2064192,130007,47.124871,-122.529862
15JUNE-2064192,140001,47.124871,-122.529862
15JUNE-2064192,140002,47.124874,-122.529685
15JUNE-2064192,140003,47.124874,-122.528915
15JUNE-2064192,140004,47.124874,-122.527645
15JUNE-2064192,140005,47.124530,-122.527509
15JUNE-2064192,150001,47.124530,-122.527509
15JUNE-2064192,150002,47.124444,-122.527475
15JUNE-2064192,150003,47.123264,-122.526985
15JUNE-2064192,150004,47.122969,-122.526849
15JUNE-2064192,160001,47.122969,-122.526849
15JUNE-2064192,160002,47.122874,-122.526805
15JUNE-2064192,160003,47.122704,-122.526725
15JUNE-2064192,160004,47.122564,-122.526655
15JUNE-2064192,160005,47.121944,-122.526415
15JUNE-2064192,160006,47.121244,-122.526115
15JUNE-2064192,160007,47.121254,-122.526535
15JUNE-2064192,160008,47.121251,-122.527059
15JUNE-2064192,170001,47.121251,-122.527059
15JUNE-2064192,170002,47.121244,-122.528565
15JUNE-2064192,170003,47.121244,-122.528685
15JUNE-2064192,170004,47.121234,-122.531315
15JUNE-2064192,170005,47.121214,-122.532545
15JUNE-2064192,170006,47.121214,-122.532835
15JUNE-2064192,170007,47.121204,-122.533755
15JUNE-2064192,170008,47.121204,-122.533892
15JUNE-2064192,180001,47.121204,-122.533892
15JUNE-2064192,180002,47.121204,-122.535525
15JUNE-2064192,180003,47.121194,-122.536125
15JUNE-2064192,180004,47.121185,-122.537262
15JUNE-2064192,190001,47.121185,-122.537262
15JUNE-2064192,190002,47.121184,-122.537405
15JUNE-2064192,190003,47.121184,-122.537715
15JUNE-2064192,190004,47.121184,-122.538775
15JUNE-2064192,190005,47.121184,-122.540005
15JUNE-2064192,190006,47.121154,-122.542095
15JUNE-2064192,190007,47.121144,-122.542845
15JUNE-2064192,190008,47.122186,-122.542826
15JUNE-2064192,200001,47.122186,-122.542826
15JUNE-2064192,200002,47.122724,-122.542815
15JUNE-2064192,200003,47.123484,-122.542805
15JUNE-2064192,200004,47.123769,-122.542798
15JUNE-2064192,210001,47.123769,-122.542798
15JUNE-2064192,210002,47.123904,-122.542795
15JUNE-2064192,210003,47.124184,-122.542795
15JUNE-2064192,210004,47.124604,-122.542775
15JUNE-2064192,210005,47.124744,-122.542755
15JUNE-2064192,210006,47.124884,-122.542725
15JUNE-2064192,210007,47.124984,-122.542665
15JUNE-2064192,210008,47.125144,-122.542565
15JUNE-2064192,210009,47.125314,-122.542375
15JUNE-2064192,210010,47.125594,-122.542005
15JUNE-2064192,210011,47.125754,-122.541835
15JUNE-2064192,210012,47.125904,-122.541705
15JUNE-2064192,210013,47.126014,-122.541645
15JUNE-2064192,210014,47.126094,-122.541615
15JUNE-2064192,210015,47.126244,-122.541625
15JUNE-2064192,210016,47.126394,-122.541655
15JUNE-2064192,210017,47.126474,-122.541715
15JUNE-2064192,210018,47.126604,-122.541805
15JUNE-2064192,210019,47.126814,-122.542035
15JUNE-2064192,210020,47.127204,-122.541415
15JUNE-2064192,210021,47.127484,-122.540995
15JUNE-2064192,210022,47.127934,-122.540355
15JUNE-2064192,210023,47.128254,-122.539935
15JUNE-2064192,210024,47.128624,-122.539485
15JUNE-2064192,210025,47.128824,-122.539245
15JUNE-2064192,210026,47.129134,-122.538825
15JUNE-2064192,210027,47.129354,-122.538475
15JUNE-2064192,210028,47.129584,-122.538135
15JUNE-2064192,210029,47.129794,-122.537805
15JUNE-2064192,210030,47.129894,-122.537645
15JUNE-2064192,210031,47.129984,-122.537515
15JUNE-2064192,210032,47.130134,-122.537335
15JUNE-2064192,210033,47.130284,-122.537165
15JUNE-2064192,210034,47.131114,-122.535735
15JUNE-2064192,210035,47.131594,-122.534915
15JUNE-2064192,210036,47.132314,-122.533695
15JUNE-2064192,210037,47.134374,-122.530165
15JUNE-2064192,210038,47.134584,-122.529615
15JUNE-2064192,210039,47.134784,-122.529115
15JUNE-2064192,210040,47.135134,-122.528355
15JUNE-2064192,210041,47.135544,-122.527475
15JUNE-2064192,210042,47.135644,-122.527245
15JUNE-2064192,210043,47.135884,-122.526725
15JUNE-2064192,210044,47.136214,-122.526065
15JUNE-2064192,210045,47.136384,-122.525735
15JUNE-2064192,210046,47.136644,-122.525205
15JUNE-2064192,210047,47.136734,-122.525295
15JUNE-2064192,210048,47.136864,-122.525415
15JUNE-2064192,210049,47.137014,-122.525535
15JUNE-2064192,210050,47.137134,-122.525665
15JUNE-2064192,210051,47.137214,-122.525755
15JUNE-2064192,210052,47.137314,-122.525835
15JUNE-2064192,210053,47.137414,-122.525905
15JUNE-2064192,210054,47.137484,-122.525955
15JUNE-2064192,210055,47.137564,-122.526005
15JUNE-2064192,210056,47.137664,-122.526045
15JUNE-2064192,210057,47.137744,-122.526065
15JUNE-2064192,210058,47.137894,-122.526085
15JUNE-2064192,210059,47.138334,-122.526115
15JUNE-2064192,210060,47.138944,-122.526165
15JUNE-2064192,210061,47.138954,-122.525695
15JUNE-2064192,210062,47.138914,-122.525035
15JUNE-2064192,210063,47.138908,-122.524883
15JUNE-2064192,220001,47.138908,-122.524883
15JUNE-2064192,220002,47.138884,-122.524305
15JUNE-2064192,220003,47.138874,-122.523975
15JUNE-2064192,220004,47.138864,-122.523505
15JUNE-2064192,220005,47.138854,-122.523245
15JUNE-2064192,220006,47.138874,-122.523065
15JUNE-2064192,220007,47.138914,-122.522885
15JUNE-2064192,220008,47.138994,-122.522575
15JUNE-2064192,220009,47.139154,-122.522155
15JUNE-2064192,220010,47.139314,-122.521765
15JUNE-2064192,220011,47.139594,-122.521135
15JUNE-2064192,220012,47.139834,-122.520605
15JUNE-2064192,220013,47.140094,-122.520085
15JUNE-2064192,220014,47.140174,-122.519945
15JUNE-2064192,220015,47.140314,-122.519715
15JUNE-2064192,220016,47.140434,-122.519513
15JUNE-2064192,230001,47.140434,-122.519513
15JUNE-2064192,230002,47.140504,-122.519395
15JUNE-2064192,230003,47.140814,-122.518865
15JUNE-2064192,230004,47.140964,-122.518555
15JUNE-2064192,230005,47.141374,-122.517845
15JUNE-2064192,230006,47.141524,-122.517595
15JUNE-2064192,230007,47.141924,-122.516935
15JUNE-2064192,230008,47.142054,-122.516725
15JUNE-2064192,230009,47.142184,-122.516495
15JUNE-2064192,230010,47.142232,-122.516412
15JUNE-2064192,240001,47.142232,-122.516412
15JUNE-2064192,240002,47.142394,-122.516135
15JUNE-2064192,240003,47.144734,-122.512165
15JUNE-2064192,240004,47.144904,-122.511865
15JUNE-2064192,240005,47.144907,-122.511860
15JUNE-2064192,250001,47.144907,-122.511860
15JUNE-2064192,250002,47.145104,-122.511535
15JUNE-2064192,250003,47.145454,-122.510925
15JUNE-2064192,250004,47.145854,-122.510245
15JUNE-2064192,250005,47.146834,-122.508585
15JUNE-2064192,250006,47.147195,-122.507972
15JUNE-2064192,260001,47.147195,-122.507972
15JUNE-2064192,260002,47.147234,-122.507905
15JUNE-2064192,260003,47.148834,-122.505165
15JUNE-2064192,260004,47.149294,-122.504415
15JUNE-2064192,260005,47.149864,-122.504405
15JUNE-2064192,260006,47.149922,-122.504402
15JUNE-2064192,270001,47.149922,-122.504402
15JUNE-2064192,270002,47.150054,-122.504395
15JUNE-2064192,270003,47.152234,-122.504425
15JUNE-2064192,270004,47.152674,-122.504425
15JUNE-2064192,270005,47.152889,-122.504430
15JUNE-2064192,280001,47.152889,-122.504430
15JUNE-2064192,280002,47.153504,-122.504445
15JUNE-2064192,280003,47.153804,-122.504445
15JUNE-2064192,280004,47.154505,-122.504451
15JUNE-2064192,290001,47.154505,-122.504451
15JUNE-2064192,290002,47.154904,-122.504455
15JUNE-2064192,290003,47.155244,-122.504455
15JUNE-2064192,290004,47.155784,-122.504455
15JUNE-2064192,290005,47.156434,-122.504485
15JUNE-2064192,290006,47.156733,-122.504494
15JUNE-2064192,300001,47.156733,-122.504494
15JUNE-2064192,300002,47.158504,-122.504545
15JUNE-2064192,300003,47.159414,-122.504595
15JUNE-2064192,300004,47.159763,-122.504652
15JUNE-2064192,310001,47.159763,-122.504652
15JUNE-2064192,310002,47.160094,-122.504705
15JUNE-2064192,310003,47.160294,-122.504745
15JUNE-2064192,310004,47.160454,-122.504785
15JUNE-2064192,310005,47.160694,-122.504865
15JUNE-2064192,310006,47.161154,-122.505015
15JUNE-2064192,310007,47.161664,-122.505225
15JUNE-2064192,310008,47.161894,-122.505327
15JUNE-2064192,320001,47.161894,-122.505327
15JUNE-2064192,320002,47.162094,-122.505415
15JUNE-2064192,320003,47.162304,-122.505545
15JUNE-2064192,320004,47.162454,-122.505655
15JUNE-2064192,320005,47.162854,-122.505885
15JUNE-2064192,320006,47.163074,-122.506025
15JUNE-2064192,320007,47.163354,-122.506225
15JUNE-2064192,320008,47.163574,-122.506395
15JUNE-2064192,320009,47.164066,-122.506841
15JUNE-2064192,330001,47.164066,-122.506841
15JUNE-2064192,330002,47.164424,-122.507165
15JUNE-2064192,330003,47.164844,-122.507555
15JUNE-2064192,330004,47.165024,-122.507735
15JUNE-2064192,330005,47.165354,-122.508105
15JUNE-2064192,330006,47.165294,-122.508255
15JUNE-2064192,330007,47.165244,-122.508435
15JUNE-2064192,330008,47.165204,-122.508735
15JUNE-2064192,330009,47.165193,-122.508931
15JUNE-2064192,340001,47.165193,-122.508931
15JUNE-2064192,340002,47.165174,-122.509265
15JUNE-2064192,340003,47.165154,-122.509575
15JUNE-2064192,340004,47.165124,-122.510235
15JUNE-2064192,340005,47.165084,-122.510895
15JUNE-2064192,340006,47.165064,-122.511135
15JUNE-2064192,340007,47.165044,-122.511355
15JUNE-2064192,340008,47.165034,-122.511575
15JUNE-2064192,340009,47.165024,-122.511775
15JUNE-2064192,340010,47.165024,-122.512025
15JUNE-2064192,340011,47.165024,-122.512275
15JUNE-2064192,340012,47.165024,-122.512485
15JUNE-2064192,340013,47.165024,-122.512685
15JUNE-2064192,340014,47.165024,-122.512925
15JUNE-2064192,340015,47.164994,-122.513125
15JUNE-2064192,340016,47.164934,-122.513275
15JUNE-2064192,340017,47.165142,-122.513476
15JUNE-2064192,340018,47.165228,-122.513393
15JUNE-2064192,340019,47.165336,-122.513246
15JUNE-2064192,340020,47.165441,-122.512983
15JUNE-2064192,340021,47.165504,-122.512754
15JUNE-2064192,340022,47.165518,-122.512694
15JUNE-2065190,10001,47.165518,-122.512694
15JUNE-2065190,10002,47.165538,-122.512613
15JUNE-2065190,10003,47.165526,-122.512510
15JUNE-2065190,10004,47.165505,-122.512285
15JUNE-2065190,10005,47.165414,-122.512285
15JUNE-2065190,10006,47.165024,-122.512275
15JUNE-2065190,10007,47.165024,-122.512025
15JUNE-2065190,10008,47.165024,-122.511775
15JUNE-2065190,10009,47.165034,-122.511575
15JUNE-2065190,10010,47.165044,-122.511355
15JUNE-2065190,10011,47.165064,-122.511135
15JUNE-2065190,10012,47.165084,-122.510895
15JUNE-2065190,10013,47.165124,-122.510235
15JUNE-2065190,10014,47.165154,-122.509575
15JUNE-2065190,10015,47.165174,-122.509265
15JUNE-2065190,10016,47.165204,-122.508735
15JUNE-2065190,10017,47.165236,-122.508493
15JUNE-2065190,20001,47.165236,-122.508493
15JUNE-2065190,20002,47.165244,-122.508435
15JUNE-2065190,20003,47.165294,-122.508255
15JUNE-2065190,20004,47.165354,-122.508105
15JUNE-2065190,20005,47.165024,-122.507735
15JUNE-2065190,20006,47.164992,-122.507703
15JUNE-2065190,30001,47.164992,-122.507703
15JUNE-2065190,30002,47.164844,-122.507555
15JUNE-2065190,30003,47.164424,-122.507165
15JUNE-2065190,30004,47.163574,-122.506395
15JUNE-2065190,30005,47.163354,-122.506225
15JUNE-2065190,30006,47.163074,-122.506025
15JUNE-2065190,30007,47.162854,-122.505885
15JUNE-2065190,30008,47.162454,-122.505655
15JUNE-2065190,30009,47.162304,-122.505545
15JUNE-2065190,30010,47.162106,-122.505423
15JUNE-2065190,40001,47.162106,-122.505423
15JUNE-2065190,40002,47.162094,-122.505415
15JUNE-2065190,40003,47.161664,-122.505225
15JUNE-2065190,40004,47.161154,-122.505015
15JUNE-2065190,40005,47.160694,-122.504865
15JUNE-2065190,40006,47.160454,-122.504785
15JUNE-2065190,40007,47.160294,-122.504745
15JUNE-2065190,40008,47.160094,-122.504705
15JUNE-2065190,40009,47.159414,-122.504595
15JUNE-2065190,40010,47.159036,-122.504574
15JUNE-2065190,50001,47.159036,-122.504574
15JUNE-2065190,50002,47.158504,-122.504545
15JUNE-2065190,50003,47.156547,-122.504489
15JUNE-2065190,60001,47.156547,-122.504489
15JUNE-2065190,60002,47.156434,-122.504485
15JUNE-2065190,60003,47.155784,-122.504455
15JUNE-2065190,60004,47.155534,-122.504455
15JUNE-2065190,70001,47.155534,-122.504455
15JUNE-2065190,70002,47.155244,-122.504455
15JUNE-2065190,70003,47.154904,-122.504455
15JUNE-2065190,70004,47.154149,-122.504448
15JUNE-2065190,80001,47.154149,-122.504448
15JUNE-2065190,80002,47.153804,-122.504445
15JUNE-2065190,80003,47.153504,-122.504445
15JUNE-2065190,80004,47.152674,-122.504425
15JUNE-2065190,80005,47.152545,-122.504425
15JUNE-2065190,90001,47.152545,-122.504425
15JUNE-2065190,90002,47.152234,-122.504425
15JUNE-2065190,90003,47.150054,-122.504395
15JUNE-2065190,90004,47.149932,-122.504402
15JUNE-2065190,100001,47.149932,-122.504402
15JUNE-2065190,100002,47.149864,-122.504405
15JUNE-2065190,100003,47.149294,-122.504415
15JUNE-2065190,100004,47.148979,-122.504929
15JUNE-2065190,110001,47.148979,-122.504929
15JUNE-2065190,110002,47.148834,-122.505165
15JUNE-2065190,110003,47.147234,-122.507905
15JUNE-2065190,110004,47.146834,-122.508585
15JUNE-2065190,110005,47.146822,-122.508605
15JUNE-2065190,120001,47.146822,-122.508605
15JUNE-2065190,120002,47.145854,-122.510245
15JUNE-2065190,120003,47.145454,-122.510925
15JUNE-2065190,120004,47.145104,-122.511535
15JUNE-2065190,120005,47.144904,-122.511865
15JUNE-2065190,120006,47.144734,-122.512165
15JUNE-2065190,120007,47.144569,-122.512445
15JUNE-2065190,130001,47.144569,-122.512445
15JUNE-2065190,130002,47.142394,-122.516135
15JUNE-2065190,130003,47.142232,-122.516414
15JUNE-2065190,140001,47.142232,-122.516414
15JUNE-2065190,140002,47.142184,-122.516495
15JUNE-2065190,140003,47.142054,-122.516725
15JUNE-2065190,140004,47.141924,-122.516935
15JUNE-2065190,140005,47.141524,-122.517595
15JUNE-2065190,140006,47.141374,-122.517845
15JUNE-2065190,140007,47.140964,-122.518555
15JUNE-2065190,140008,47.140814,-122.518865
15JUNE-2065190,140009,47.140619,-122.519198
15JUNE-2065190,150001,47.140619,-122.519198
15JUNE-2065190,150002,47.140504,-122.519395
15JUNE-2065190,150003,47.140314,-122.519715
15JUNE-2065190,150004,47.140174,-122.519945
15JUNE-2065190,150005,47.140094,-122.520085
15JUNE-2065190,150006,47.139834,-122.520605
15JUNE-2065190,150007,47.139594,-122.521135
15JUNE-2065190,150008,47.139314,-122.521765
15JUNE-2065190,150009,47.139154,-122.522155
15JUNE-2065190,150010,47.138994,-122.522575
15JUNE-2065190,150011,47.138914,-122.522885
15JUNE-2065190,150012,47.138874,-122.523065
15JUNE-2065190,150013,47.138854,-122.523245
15JUNE-2065190,150014,47.138864,-122.523505
15JUNE-2065190,150015,47.138874,-122.523975
15JUNE-2065190,150016,47.138880,-122.524182
15JUNE-2065190,160001,47.138880,-122.524182
15JUNE-2065190,160002,47.138884,-122.524305
15JUNE-2065190,160003,47.138914,-122.525035
15JUNE-2065190,160004,47.138954,-122.525695
15JUNE-2065190,160005,47.138944,-122.526165
15JUNE-2065190,160006,47.138334,-122.526115
15JUNE-2065190,160007,47.137894,-122.526085
15JUNE-2065190,160008,47.137744,-122.526065
15JUNE-2065190,160009,47.137664,-122.526045
15JUNE-2065190,160010,47.137564,-122.526005
15JUNE-2065190,160011,47.137484,-122.525955
15JUNE-2065190,160012,47.137414,-122.525905
15JUNE-2065190,160013,47.137314,-122.525835
15JUNE-2065190,160014,47.137214,-122.525755
15JUNE-2065190,160015,47.136974,-122.526215
15JUNE-2065190,160016,47.136564,-122.526945
15JUNE-2065190,160017,47.136224,-122.527475
15JUNE-2065190,160018,47.136074,-122.527715
15JUNE-2065190,160019,47.135914,-122.527955
15JUNE-2065190,160020,47.135704,-122.528255
15JUNE-2065190,160021,47.135324,-122.528775
15JUNE-2065190,160022,47.134944,-122.529505
15JUNE-2065190,160023,47.134534,-122.530255
15JUNE-2065190,160024,47.133994,-122.531205
15JUNE-2065190,160025,47.132534,-122.533675
15JUNE-2065190,160026,47.131304,-122.535775
15JUNE-2065190,160027,47.130444,-122.537225
15JUNE-2065190,160028,47.130324,-122.537415
15JUNE-2065190,160029,47.129984,-122.538075
15JUNE-2065190,160030,47.129694,-122.538615
15JUNE-2065190,160031,47.129464,-122.539035
15JUNE-2065190,160032,47.129054,-122.539755
15JUNE-2065190,160033,47.128624,-122.540465
15JUNE-2065190,160034,47.128304,-122.540995
15JUNE-2065190,160035,47.127994,-122.541545
15JUNE-2065190,160036,47.127304,-122.542715
15JUNE-2065190,160037,47.127124,-122.542445
15JUNE-2065190,160038,47.127014,-122.542305
15JUNE-2065190,160039,47.126814,-122.542035
15JUNE-2065190,160040,47.126604,-122.541805
15JUNE-2065190,160041,47.126474,-122.541715
15JUNE-2065190,160042,47.126394,-122.541655
15JUNE-2065190,160043,47.126244,-122.541625
15JUNE-2065190,160044,47.126094,-122.541615
15JUNE-2065190,160045,47.126014,-122.541645
15JUNE-2065190,160046,47.125904,-122.541705
15JUNE-2065190,160047,47.125754,-122.541835
15JUNE-2065190,160048,47.125594,-122.542005
15JUNE-2065190,160049,47.125314,-122.542375
15JUNE-2065190,160050,47.125144,-122.542565
15JUNE-2065190,160051,47.124984,-122.542665
15JUNE-2065190,160052,47.124884,-122.542725
15JUNE-2065190,160053,47.124744,-122.542755
15JUNE-2065190,160054,47.124604,-122.542775
15JUNE-2065190,160055,47.124184,-122.542795
15JUNE-2065190,160056,47.123904,-122.542795
15JUNE-2065190,160057,47.123484,-122.542805
15JUNE-2065190,160058,47.122724,-122.542815
15JUNE-2065190,160059,47.121144,-122.542845
15JUNE-2065190,160060,47.121154,-122.542095
15JUNE-2065190,160061,47.121184,-122.540005
15JUNE-2065190,160062,47.121184,-122.538775
15JUNE-2065190,160063,47.121184,-122.537715
15JUNE-2065190,160064,47.121184,-122.537405
15JUNE-2065190,160065,47.124354,-122.537415
15JUNE-2065190,160066,47.124474,-122.537465
15JUNE-2065190,160067,47.124493,-122.537482
15JUNE-2065190,170001,47.124493,-122.537482
15JUNE-2065190,170002,47.124554,-122.537535
15JUNE-2065190,170003,47.124714,-122.537325
15JUNE-2065190,170004,47.124794,-122.537205
15JUNE-2065190,170005,47.124824,-122.537045
15JUNE-2065190,170006,47.124824,-122.536805
15JUNE-2065190,170007,47.124834,-122.534085
15JUNE-2065190,170008,47.124834,-122.533935
15JUNE-2065190,170009,47.124794,-122.533935
15JUNE-2065190,180001,47.124794,-122.533935
15JUNE-2065190,180002,47.124834,-122.533935
15JUNE-2065190,180003,47.124844,-122.533325
15JUNE-2065190,180004,47.124854,-122.531085
15JUNE-2065190,180005,47.124854,-122.530885
15JUNE-2065190,180006,47.124864,-122.530335
15JUNE-2065190,180007,47.124871,-122.529862
15JUNE-2065190,190001,47.124871,-122.529862
15JUNE-2065190,190002,47.124874,-122.529685
15JUNE-2065190,190003,47.124874,-122.528915
15JUNE-2065190,190004,47.124874,-122.527645
15JUNE-2065190,190005,47.124530,-122.527509
15JUNE-2065190,200001,47.124530,-122.527509
15JUNE-2065190,200002,47.124444,-122.527475
15JUNE-2065190,200003,47.123264,-122.526985
15JUNE-2065190,200004,47.122969,-122.526849
15JUNE-2065190,210001,47.122969,-122.526849
15JUNE-2065190,210002,47.122874,-122.526805
15JUNE-2065190,210003,47.122704,-122.526725
15JUNE-2065190,210004,47.122564,-122.526655
15JUNE-2065190,210005,47.121944,-122.526415
15JUNE-2065190,210006,47.121244,-122.526115
15JUNE-2065190,210007,47.121254,-122.526535
15JUNE-2065190,210008,47.121251,-122.527059
15JUNE-2065190,220001,47.121251,-122.527059
15JUNE-2065190,220002,47.121244,-122.528565
15JUNE-2065190,220003,47.121244,-122.528685
15JUNE-2065190,220004,47.121234,-122.531315
15JUNE-2065190,220005,47.121214,-122.532545
15JUNE-2065190,220006,47.121214,-122.532835
15JUNE-2065190,220007,47.121204,-122.533755
15JUNE-2065190,220008,47.121204,-122.533892
15JUNE-2065190,230001,47.121204,-122.533892
15JUNE-2065190,230002,47.121204,-122.535525
15JUNE-2065190,230003,47.121194,-122.536125
15JUNE-2065190,230004,47.121185,-122.537262
15JUNE-2065190,240001,47.121185,-122.537262
15JUNE-2065190,240002,47.121184,-122.537405
15JUNE-2065190,240003,47.121184,-122.537715
15JUNE-2065190,240004,47.121184,-122.538775
15JUNE-2065190,240005,47.121184,-122.540005
15JUNE-2065190,240006,47.121154,-122.542095
15JUNE-2065190,240007,47.121144,-122.542845
15JUNE-2065190,240008,47.122186,-122.542826
15JUNE-2065190,250001,47.122186,-122.542826
15JUNE-2065190,250002,47.122724,-122.542815
15JUNE-2065190,250003,47.123484,-122.542805
15JUNE-2065190,250004,47.123769,-122.542798
15JUNE-2065190,260001,47.123769,-122.542798
15JUNE-2065190,260002,47.123904,-122.542795
15JUNE-2065190,260003,47.124184,-122.542795
15JUNE-2065190,260004,47.124604,-122.542775
15JUNE-2065190,260005,47.124744,-122.542755
15JUNE-2065190,260006,47.124884,-122.542725
15JUNE-2065190,260007,47.124984,-122.542665
15JUNE-2065190,260008,47.125144,-122.542565
15JUNE-2065190,260009,47.125314,-122.542375
15JUNE-2065190,260010,47.125594,-122.542005
15JUNE-2065190,260011,47.125754,-122.541835
15JUNE-2065190,260012,47.125904,-122.541705
15JUNE-2065190,260013,47.126014,-122.541645
15JUNE-2065190,260014,47.126094,-122.541615
15JUNE-2065190,260015,47.126244,-122.541625
15JUNE-2065190,260016,47.126394,-122.541655
15JUNE-2065190,260017,47.126474,-122.541715
15JUNE-2065190,260018,47.126604,-122.541805
15JUNE-2065190,260019,47.126814,-122.542035
15JUNE-2065190,260020,47.127014,-122.542305
15JUNE-2065190,260021,47.127124,-122.542445
15JUNE-2065190,260022,47.127304,-122.542715
15JUNE-2065190,260023,47.127434,-122.542865
15JUNE-2065190,260024,47.127804,-122.543325
15JUNE-2065190,260025,47.127444,-122.543905
15JUNE-2065190,260026,47.126614,-122.545335
15JUNE-2065190,260027,47.126467,-122.545582
15JUNE-2065190,270001,47.126467,-122.545582
15JUNE-2065190,270002,47.125274,-122.547585
15JUNE-2065190,270003,47.125083,-122.547912
15JUNE-2065190,280001,47.125083,-122.547912
15JUNE-2065190,280002,47.123444,-122.550725
15JUNE-2065190,280003,47.123808,-122.551181
15JUNE-2065190,290001,47.123808,-122.551181
15JUNE-2065190,290002,47.124504,-122.552055
15JUNE-2065190,290003,47.125584,-122.553445
15JUNE-2065190,290004,47.126104,-122.554115
15JUNE-2065190,290005,47.125925,-122.554427
15JUNE-2065190,300001,47.125925,-122.554427
15JUNE-2065190,300002,47.124834,-122.556325
15JUNE-2065190,300003,47.124590,-122.556721
15JUNE-2065190,310001,47.124590,-122.556721
15JUNE-2065190,310002,47.124544,-122.556795
15JUNE-2065190,310003,47.124114,-122.557525
15JUNE-2065190,310004,47.122901,-122.559587
15JUNE-2065190,320001,47.122901,-122.559587
15JUNE-2065190,320002,47.122814,-122.559735
15JUNE-2065190,320003,47.122304,-122.560595
15JUNE-2065190,320004,47.122064,-122.561015
15JUNE-2065190,320005,47.121931,-122.561211
15JUNE-2065190,330001,47.121931,-122.561211
15JUNE-2065190,330002,47.121894,-122.561265
15JUNE-2065190,330003,47.121334,-122.560565
15JUNE-2065190,330004,47.121139,-122.560307
15JUNE-2065190,340001,47.121139,-122.560307
15JUNE-2065190,340002,47.120784,-122.559835
15JUNE-2065190,340003,47.120274,-122.559215
15JUNE-2065190,340004,47.119917,-122.558766
15JUNE-2065193,10001,47.165518,-122.512694
15JUNE-2065193,10002,47.165538,-122.512613
15JUNE-2065193,10003,47.165526,-122.512510
15JUNE-2065193,10004,47.165505,-122.512285
15JUNE-2065193,10005,47.165414,-122.512285
15JUNE-2065193,10006,47.165024,-122.512275
