trip_id,route_id,service_id,trip_headsign,block_id,shape_id
2079,20,3,Inbound,9401,10
305,7,2,Inbound,4102,0
531,16,1,Outbound,6601,43
446,14,3,Outbound,4404,48
1077,15,1,Outbound,6401,53
2340,13,2,Outbound,6203,44
2400,21,1,Outbound,9901,30
1636,28,1,Inbound,4221,14
1426,1,1,Inbound,1221,73
1697,5,1,Inbound,6001,23
2319,11,2,Inbound,6601,3
184,11,1,Inbound,9404,3
921,10,1,Outbound,6802,29
55,7,1,Outbound,4102,4
587,16,3,Outbound,6601,15
720,33,3,Inbound,6601,81
2012,17,2,Inbound,6701,12
1628,28,1,Inbound,4211,14
2297,11,2,Outbound,6602,2
330,7,3,Inbound,4102,0
191,13,1,Outbound,4402,72
1987,17,1,Inbound,6701,12
1613,28,1,Outbound,4211,13
1809,12,1,Outbound,6001,52
1815,12,1,Inbound,6012,46
1759,9,2,Inbound,1201,17
992,13,1,Inbound,6201,63
995,13,1,Inbound,6204,63
2245,35,1,Outbound,1012,5
157,11,1,Inbound,9405,3
75,7,1,Inbound,4102,0
1804,12,1,Outbound,6002,52
450,2,1,Outbound,6604,33
492,29,1,Inbound,4407,57
1832,12,3,Outbound,6001,21
1730,9,1,Inbound,1201,69
2249,35,1,Outbound,1012,5
1376,21,1,Inbound,9902,32
1227,18,1,Inbound,6821,64
28,2,1,Outbound,6603,33
2364,14,2,Outbound,6204,48
2049,20,1,Inbound,9403,10
1611,28,1,Outbound,4211,13
2191,35,1,Inbound,1012,8
1522,2,1,Inbound,4102,42
59,7,1,Outbound,4101,4
890,8,2,Inbound,4403,34
2061,20,2,Inbound,9401,10
1516,2,1,Inbound,4103,42
1251,35,2,Outbound,1012,20
2226,35,1,Outbound,1011,5
1101,16,1,Inbound,6602,19
366,8,2,Inbound,4401,34
956,10,1,Inbound,6803,7
522,12,2,Inbound,6001,25
970,13,1,Outbound,4404,72
2263,35,1,Outbound,1012,5
1371,21,1,Outbound,9922,30
1550,2,3,Inbound,6403,42
309,7,3,Outbound,4102,4
1097,15,2,Outbound,6401,53
328,7,3,Outbound,4101,4
2347,13,2,Inbound,4405,22
1218,18,1,Inbound,6802,28
38,7,1,Outbound,4103,4
1107,16,1,Inbound,6603,19
1719,9,1,Outbound,1202,18
2241,35,1,Outbound,1012,5
1342,35,2,Inbound,1012,77
1240,18,2,Inbound,6801,28
47,7,1,Outbound,4104,4
281,7,2,Outbound,4101,4
2125,7,1,Inbound,4112,0
2274,37,1,Inbound,9924,36
708,33,3,Inbound,6601,81
1473,2,1,Outbound,4103,33
1151,16,2,Inbound,6603,19
1703,5,1,Inbound,6001,23
1698,5,1,Inbound,6002,23
2358,14,2,Outbound,4402,48
922,10,1,Outbound,6804,29
1259,35,2,Outbound,1012,20
602,11,1,Outbound,9405,2
1470,2,1,Outbound,4104,33
1357,23,2,Inbound,9902,27
2024,20,1,Outbound,9405,67
1680,5,1,Outbound,6001,1
574,16,3,Outbound,6604,15
1379,21,1,Inbound,9901,32
1677,5,1,Outbound,6002,1
1253,35,2,Outbound,1012,20
1857,13,1,Inbound,6204,63
1695,5,1,Inbound,6001,23
882,8,2,Outbound,6202,9
1767,9,2,Inbound,1201,17
1984,17,1,Inbound,6701,12
269,7,2,Outbound,4102,4
2390,18,3,Inbound,6802,28
462,2,2,Outbound,1201,33
966,13,1,Outbound,4407,72
546,16,2,Outbound,6601,15
1704,5,1,Inbound,6002,23
1877,13,3,Inbound,4404,22
534,16,1,Outbound,6602,43
1995,17,2,Outbound,6701,11
905,10,1,Outbound,6803,29
562,16,2,Outbound,6602,15
111,8,1,Outbound,4405,9
2381,14,2,Inbound,4403,75
1545,2,2,Inbound,6401,42
1386,37,1,Inbound,9921,36
1493,2,1,Inbound,6604,42
1840,12,3,Outbound,6003,21
1209,18,1,Inbound,6802,28
1716,9,1,Outbound,1201,18
2337,13,2,Outbound,4404,44
1500,2,1,Inbound,4103,42
1580,5,3,Inbound,6003,23
1017,14,1,Outbound,6201,54
1298,35,2,Outbound,1011,20
478,29,1,Outbound,4405,61
1127,16,1,Inbound,6603,19
1256,35,2,Outbound,1011,20
1073,15,1,Outbound,6401,53
273,7,2,Outbound,4102,4
39,7,1,Outbound,4104,4
1381,21,1,Inbound,9901,32
1004,13,2,Inbound,4403,22
1564,5,3,Outbound,6002,1
104,8,1,Outbound,6202,9
1099,15,2,Outbound,6403,53
187,13,1,Outbound,4407,72
80,7,1,Inbound,4103,0
504,10,2,Inbound,6002,7
2183,35,1,Inbound,1012,8
2303,11,2,Inbound,6605,3
54,7,1,Outbound,4101,4
526,12,2,Inbound,6002,25
1176,16,3,Inbound,6601,19
881,8,2,Outbound,4404,9
1864,13,3,Outbound,4404,44
1024,14,1,Outbound,4404,54
1922,15,1,Inbound,6401,58
1971,17,1,Outbound,6701,41
331,7,3,Inbound,4101,0
1515,2,1,Inbound,6605,42
1436,1,2,Inbound,1201,51
545,16,2,Outbound,6605,15
2352,13,2,Inbound,6201,22
61,7,1,Outbound,4101,4
232,1,2,Outbound,6402,35
904,8,3,Inbound,4404,34
2082,20,3,Inbound,9401,10
1315,35,2,Inbound,1011,77
308,7,2,Inbound,4101,0
920,10,1,Outbound,6804,29
1590,7,1,Outbound,4121,4
1088,15,1,Outbound,6422,53
2287,11,2,Outbound,6602,2
1135,16,2,Inbound,6602,19
903,8,3,Outbound,4404,9
2261,35,1,Outbound,1012,5
1378,21,1,Inbound,9913,32
2202,35,1,Inbound,1011,8
982,13,1,Inbound,4406,63
343,7,3,Inbound,4101,0
2316,11,2,Inbound,6603,3
148,8,1,Inbound,6203,34
16,2,1,Outbound,6601,33
614,11,1,Outbound,9402,2
1976,17,1,Outbound,6701,41
1140,16,2,Inbound,6602,19
258,7,2,Outbound,4101,4
888,8,2,Outbound,4404,9
1989,17,1,Inbound,6701,12
2276,11,2,Outbound,6601,2
1785,10,3,Inbound,6002,7
1427,1,1,Inbound,1201,73
1909,15,1,Inbound,6412,58
485,29,1,Inbound,4404,57
1257,35,2,Outbound,1012,20
26,2,1,Outbound,6601,33
1167,16,3,Inbound,6604,19
2105,36,2,Outbound,4131,79
1626,28,1,Inbound,4211,14
689,33,3,Outbound,6603,24
2256,35,1,Outbound,1011,5
1131,16,1,Inbound,6602,6
584,16,3,Outbound,6602,15
1254,35,2,Outbound,1011,20
2194,35,1,Inbound,1011,8
1756,9,2,Outbound,1202,18
1647,5,2,Outbound,6003,1
96,8,1,Outbound,4401,9
2410,39,1,Outbound,9926,60
997,13,1,Inbound,4402,63
509,12,2,Outbound,6003,21
262,7,2,Outbound,4101,4
1662,5,2,Inbound,6003,23
1526,2,1,Inbound,4104,42
934,10,1,Inbound,6801,7
244,2,3,Outbound,1201,33
2394,23,3,Inbound,9902,27
52,7,1,Outbound,4101,4
1943,15,3,Outbound,6403,53
1975,17,1,Outbound,6701,41
1520,2,1,Inbound,4101,42
1668,5,1,Outbound,6011,1
1265,35,2,Outbound,1012,20
1203,18,1,Outbound,6821,16
1594,7,1,Inbound,4102,0
2113,36,3,Outbound,4131,79
1674,5,1,Outbound,6001,1
1990,17,1,Inbound,6701,12
412,13,2,Outbound,4403,44
1688,5,1,Outbound,6021,1
1726,9,1,Outbound,1222,18
1262,35,2,Outbound,1011,20
1383,37,1,Inbound,9901,36
2045,20,1,Inbound,9403,10
1891,14,1,Inbound,6204,70
932,10,1,Inbound,6803,7
448,14,3,Outbound,4402,48
858,29,1,Outbound,4407,61
131,8,1,Inbound,4404,34
227,1,2,Outbound,6403,35
1799,12,1,Outbound,6002,21
458,2,2,Outbound,1201,33
2155,29,2,Inbound,4301,57
1521,2,1,Inbound,6603,42
1605,7,2,Outbound,4102,4
1169,16,3,Inbound,6602,19
1094,15,2,Outbound,6401,53
321,7,3,Outbound,4102,4
1172,16,3,Inbound,6601,19
1372,21,1,Outbound,9902,30
2120,36,2,Inbound,4131,78
1039,14,1,Inbound,4404,70
256,7,2,Outbound,4101,4
1653,5,2,Outbound,6003,1
1331,35,2,Inbound,1011,77
613,11,1,Outbound,9404,2
1711,9,1,Outbound,1202,18
850,7,3,Inbound,4101,0
701,33,3,Outbound,6603,24
1701,5,1,Inbound,6001,23
1398,1,1,Outbound,1202,35
1579,5,3,Inbound,6002,23
2292,11,2,Outbound,6602,2
1962,15,3,Inbound,6403,58
2237,35,1,Outbound,1012,5
1472,2,1,Outbound,4102,33
2204,35,1,Inbound,1011,8
183,11,1,Inbound,9401,3
854,29,1,Outbound,6203,61
1191,18,1,Outbound,6802,16
1682,5,1,Outbound,6001,1
1424,1,1,Inbound,1201,73
2335,13,2,Outbound,4402,44
1570,5,3,Outbound,6002,1
4,2,1,Outbound,6604,33
1385,37,1,Inbound,9901,36
1053,14,2,Inbound,6202,75
1449,1,2,Inbound,6403,51
383,8,3,Outbound,4403,9
2386,18,3,Inbound,6802,28
260,7,2,Outbound,4101,4
1462,1,3,Inbound,1201,51
1093,15,2,Outbound,6403,53
1025,14,1,Outbound,4405,54
453,2,2,Outbound,1202,33
1233,18,2,Outbound,6802,55
1112,16,1,Inbound,6603,19
2007,17,2,Inbound,6701,12
1064,14,3,Inbound,4403,75
473,29,1,Outbound,4406,61
322,7,3,Outbound,4101,4
358,8,2,Outbound,4404,9
165,11,1,Inbound,9401,3
2385,18,3,Inbound,6801,28
1887,14,1,Inbound,4404,70
1229,18,2,Outbound,6802,55
1476,2,1,Outbound,4102,33
1639,28,1,Inbound,4221,14
386,8,3,Outbound,4402,9
2232,35,1,Outbound,1011,5
702,33,3,Outbound,6604,24
1232,18,2,Outbound,6801,55
1314,35,2,Inbound,1012,77
865,29,1,Inbound,4406,57
1196,18,1,Outbound,6801,16
2091,23,2,Outbound,9901,56
297,7,2,Inbound,4102,0
1121,16,1,Inbound,6602,19
407,10,2,Outbound,6003,29
938,10,1,Inbound,6803,7
1949,15,3,Outbound,6403,53
456,2,2,Outbound,1201,33
2005,17,2,Inbound,6701,12
2035,20,1,Inbound,9404,10
503,10,2,Inbound,6001,7
2380,14,2,Inbound,4402,75
110,8,1,Outbound,4404,9
1035,14,1,Inbound,4402,70
2283,11,2,Outbound,6603,2
2136,29,2,Outbound,4301,61
403,10,2,Outbound,6002,29
539,16,1,Outbound,6602,43
195,14,1,Outbound,4404,54
1933,15,2,Inbound,6401,58
1178,16,3,Inbound,6603,19
1846,12,3,Inbound,6001,25
1687,5,1,Outbound,6022,1
301,7,2,Inbound,4102,0
353,8,2,Outbound,4403,9
1609,7,2,Inbound,4102,0
1280,35,2,Outbound,1011,20
1002,13,2,Inbound,4404,22
951,10,1,Inbound,6822,7
2135,20,1,Inbound,9405,10
1529,2,1,Inbound,6602,42
1177,16,3,Inbound,6602,19
1748,9,2,Outbound,1202,18
933,10,1,Inbound,6811,7
1551,2,3,Inbound,6401,42
1950,15,3,Outbound,6401,53
1833,12,3,Outbound,6002,21
1491,2,1,Inbound,6603,42
2156,29,2,Inbound,4301,57
1852,13,1,Outbound,6202,72
1096,15,2,Outbound,6403,53
1598,7,1,Inbound,4121,0
608,11,1,Outbound,9401,2
2372,14,2,Inbound,4403,75
569,16,3,Outbound,6603,15
714,33,3,Inbound,6603,81
1634,28,1,Inbound,4201,14
1637,28,1,Inbound,4221,14
46,7,1,Outbound,4103,4
1261,35,2,Outbound,1012,20
1667,5,2,Inbound,6002,23
2133,18,1,Inbound,6802,28
1556,2,3,Inbound,6403,42
849,7,3,Inbound,4102,0
1869,13,3,Outbound,4401,44
1322,35,2,Inbound,1012,77
1187,16,3,Inbound,6604,19
1362,37,1,Outbound,9913,39
135,8,1,Inbound,6201,34
1793,12,1,Outbound,6011,52
863,29,1,Outbound,4406,61
2157,18,3,Outbound,6801,55
62,7,1,Inbound,4101,0
594,11,1,Outbound,9401,2
489,29,1,Inbound,4401,57
610,11,1,Outbound,9402,2
1482,2,1,Outbound,4104,33
238,1,3,Outbound,6403,35
1375,38,1,Outbound,9924,31
880,8,2,Outbound,4402,9
1807,12,1,Outbound,6022,52
1394,1,1,Outbound,1202,35
163,11,1,Inbound,9404,3
1144,16,2,Inbound,6601,19
401,10,2,Outbound,6003,29
34,7,1,Outbound,4103,4
174,11,1,Inbound,9402,3
1974,17,1,Outbound,6701,41
1918,15,1,Inbound,6401,58
261,7,2,Outbound,4102,4
1124,16,1,Inbound,6605,19
1861,13,3,Outbound,4401,44
1205,18,1,Outbound,6822,16
1902,14,2,Inbound,4403,76
1685,5,1,Outbound,6022,1
2063,20,2,Inbound,9401,10
1958,15,3,Inbound,6402,58
1557,2,3,Inbound,6401,42
1676,5,1,Outbound,6001,1
2383,18,3,Inbound,6801,28
2148,29,2,Inbound,4301,57
374,8,2,Inbound,6204,34
1417,1,1,Inbound,1201,73
2289,11,2,Outbound,6604,2
2036,20,1,Inbound,9401,10
2051,20,2,Outbound,9402,37
1808,12,1,Outbound,6002,52
927,10,1,Outbound,6802,29
1492,2,1,Inbound,4103,42
2331,13,2,Outbound,6203,44
1456,1,3,Inbound,1201,51
1153,16,2,Inbound,6605,19
1770,10,3,Outbound,6002,29
1159,16,2,Inbound,6601,6
953,10,1,Inbound,6821,7
134,8,1,Inbound,4407,34
126,8,1,Inbound,4404,34
252,2,3,Outbound,1201,33
2309,11,2,Inbound,6601,3
2098,20,1,Outbound,9402,67
1416,1,1,Inbound,1212,73
1572,5,3,Outbound,6001,1
265,7,2,Outbound,4102,4
1616,28,1,Outbound,4201,13
29,7,1,Outbound,4102,4
240,1,3,Outbound,6402,35
218,16,1,Outbound,6601,43
1999,17,2,Outbound,6701,11
1980,17,1,Inbound,6701,12
580,16,3,Outbound,6602,15
2143,29,2,Outbound,4301,61
233,1,3,Outbound,6401,35
699,33,3,Outbound,6601,24
1665,5,2,Inbound,6003,23
944,10,1,Inbound,6803,7
1746,9,2,Outbound,1202,18
84,7,1,Inbound,4103,0
2344,13,2,Inbound,6202,22
910,10,1,Outbound,6804,29
2406,39,1,Outbound,9916,40
919,10,1,Outbound,6801,29
1536,2,1,Inbound,6602,42
2040,20,1,Inbound,9402,10
381,8,3,Outbound,4401,9
1876,13,3,Inbound,4403,22
300,7,2,Inbound,4101,0
1343,35,2,Inbound,1011,77
2402,39,1,Outbound,9915,40
226,1,2,Outbound,6402,35
1925,15,1,Inbound,6401,58
2195,35,1,Inbound,1012,8
498,10,2,Inbound,6002,7
1723,9,1,Outbound,1212,18
529,16,1,Outbound,6602,43
1769,10,3,Outbound,6001,29
548,16,2,Outbound,6603,15
1364,37,1,Outbound,9902,39
1681,5,1,Outbound,6002,1
1258,35,2,Outbound,1011,20
335,7,3,Inbound,4101,0
2214,35,1,Inbound,1011,8
1998,17,2,Outbound,6701,11
2127,11,1,Outbound,9404,2
2259,35,1,Outbound,1012,5
77,7,1,Inbound,4104,0
1764,9,2,Inbound,1202,17
2050,20,2,Outbound,9401,38
304,7,2,Inbound,4101,0
1108,16,1,Inbound,6604,19
1727,9,1,Inbound,1202,69
2167,18,3,Outbound,6801,55
445,14,3,Outbound,4403,48
2327,11,2,Inbound,6604,3
515,12,2,Outbound,6003,21
142,8,1,Inbound,4404,34
1643,8,2,Inbound,6204,34
1092,15,2,Outbound,6402,53
887,8,2,Outbound,6203,9
1271,35,2,Outbound,1012,20
2322,11,2,Inbound,6604,3
63,7,1,Inbound,4102,0
1071,15,1,Outbound,6401,53
1828,12,1,Inbound,6002,46
398,8,3,Inbound,4403,34
25,2,1,Outbound,6605,33
1844,12,3,Inbound,6002,25
993,13,1,Inbound,6202,63
1858,13,3,Outbound,4402,71
2333,13,2,Outbound,4405,44
1897,14,1,Inbound,4406,70
60,7,1,Outbound,4101,4
1228,18,2,Outbound,6801,55
465,2,2,Outbound,6403,33
2409,39,1,Outbound,9925,60
1953,15,3,Inbound,6403,58
909,10,1,Outbound,6802,29
317,7,3,Outbound,4102,4
182,11,1,Inbound,9405,3
89,7,1,Inbound,4102,0
1865,13,3,Outbound,4401,44
2123,7,1,Outbound,4112,4
490,29,1,Inbound,4403,57
901,8,2,Inbound,6202,34
1941,15,3,Outbound,6401,53
597,11,1,Outbound,9405,2
2138,29,2,Outbound,4301,61
302,7,2,Inbound,4101,0
2336,13,2,Outbound,4403,44
1718,9,1,Outbound,1201,18
1279,35,2,Outbound,1012,20
1408,1,1,Outbound,1222,35
528,16,1,Outbound,6605,43
1478,2,1,Outbound,4104,33
549,16,2,Outbound,6604,15
691,33,3,Outbound,6601,24
1582,5,3,Inbound,6002,23
2228,35,1,Outbound,1011,5
48,7,1,Outbound,4101,4
1558,2,3,Inbound,6402,42
1308,35,2,Inbound,1012,77
2192,35,1,Inbound,1011,8
313,7,3,Outbound,4102,4
1444,1,2,Inbound,1201,51
1934,15,2,Inbound,6402,58
1000,13,1,Inbound,4401,63
1983,17,1,Inbound,6701,12
2032,20,1,Inbound,9401,82
1083,15,1,Outbound,6421,59
1986,17,1,Inbound,6701,12
1940,15,3,Outbound,6403,53
306,7,2,Inbound,4101,0
2115,36,3,Inbound,4131,78
1612,28,1,Outbound,4211,13
2070,20,2,Inbound,9402,10
1330,35,2,Inbound,1012,77
1912,15,1,Inbound,6402,58
2114,18,2,Inbound,6801,28
23,2,1,Outbound,6603,33
217,16,1,Outbound,6602,43
1138,16,2,Inbound,6605,19
234,1,3,Outbound,6402,35
2373,14,2,Inbound,4404,75
2252,35,1,Outbound,1011,5
1706,5,1,Inbound,6022,23
2216,35,1,Inbound,1011,8
540,16,1,Outbound,6604,43
722,33,3,Inbound,6603,81
484,29,1,Inbound,4402,57
443,14,3,Outbound,4401,48
469,29,1,Outbound,6202,61
43,7,1,Outbound,4104,4
2126,11,1,Outbound,9402,2
2235,35,1,Outbound,1012,5
1087,15,1,Outbound,6421,53
1929,15,2,Inbound,6403,58
18,2,1,Outbound,6603,33
1689,5,1,Inbound,6011,23
2311,11,2,Inbound,6603,3
488,29,1,Inbound,6203,57
1192,18,1,Outbound,6803,16
718,33,3,Inbound,6603,81
452,2,2,Outbound,1201,33
2266,35,1,Outbound,1011,5
9,2,1,Outbound,6604,33
253,2,3,Outbound,1201,33
1615,28,1,Outbound,4201,13
1586,7,1,Outbound,4102,4
1056,14,3,Outbound,4403,48
1137,16,2,Inbound,6604,19
254,7,2,Outbound,4101,4
1652,5,2,Outbound,6002,1
1863,13,3,Outbound,4403,44
289,7,2,Inbound,4102,0
1721,9,1,Outbound,1202,18
2154,29,2,Inbound,4301,57
1410,1,1,Outbound,1202,35
1031,14,1,Inbound,4401,70
1324,35,2,Inbound,1012,77
1100,15,2,Outbound,6401,53
2001,17,2,Outbound,6701,11
1020,14,1,Outbound,6204,54
1234,18,2,Outbound,6801,55
2258,35,1,Outbound,1011,5
1571,5,3,Outbound,6003,1
73,7,1,Inbound,4104,0
939,10,1,Inbound,6804,7
1027,14,1,Outbound,4407,54
1117,16,1,Inbound,6603,19
293,7,2,Inbound,4102,0
1277,35,2,Outbound,1012,20
1441,1,2,Inbound,1202,51
1115,16,1,Inbound,6601,19
1065,14,3,Inbound,4404,75
1066,14,3,Inbound,4401,75
168,11,1,Inbound,9405,3
1443,1,2,Inbound,1202,51
1585,5,3,Inbound,6002,23
2382,18,3,Inbound,6802,28
2345,13,2,Inbound,6203,22
205,16,1,Outbound,6603,43
715,33,3,Inbound,6604,81
402,10,2,Outbound,6001,29
2234,35,1,Outbound,1011,5
2,2,1,Outbound,6602,33
1310,35,2,Inbound,1012,77
1883,14,1,Outbound,4401,54
726,33,3,Inbound,6603,81
198,14,1,Outbound,4402,54
2374,14,2,Inbound,6201,75
1428,1,1,Inbound,1222,73
1409,1,1,Outbound,1221,35
2129,11,1,Outbound,9404,2
7,2,1,Outbound,6602,33
1300,35,2,Inbound,1012,77
113,8,1,Outbound,4407,9
279,7,2,Outbound,4101,4
1450,1,2,Inbound,6403,51
1581,5,3,Inbound,6001,23
1266,35,2,Outbound,1011,20
151,8,1,Inbound,4402,34
1156,16,2,Inbound,6603,19
1894,14,1,Inbound,4403,70
173,11,1,Inbound,9403,3
1548,2,2,Inbound,6401,42
459,2,2,Outbound,1202,33
1905,15,1,Inbound,6412,58
143,8,1,Inbound,4405,34
1057,14,3,Inbound,4404,75
1058,14,3,Inbound,4401,75
31,7,1,Outbound,4104,4
1390,37,1,Inbound,9923,50
1797,12,1,Outbound,6002,52
698,33,3,Outbound,6604,24
2255,35,1,Outbound,1012,5
516,12,2,Inbound,6001,26
2099,36,1,Inbound,4101,66
875,29,1,Inbound,4404,57
1985,17,1,Inbound,6701,12
2034,20,1,Inbound,9403,82
1442,1,2,Inbound,1201,51
552,16,2,Outbound,6602,15
395,8,3,Inbound,4404,34
1671,5,1,Outbound,6001,1
392,8,3,Inbound,4401,34
1388,37,1,Inbound,9921,36
511,12,2,Outbound,6002,21
1213,18,1,Inbound,6803,28
121,8,1,Outbound,4404,9
1945,15,3,Outbound,6402,53
324,7,3,Outbound,4101,4
2290,11,2,Outbound,6605,2
434,14,2,Outbound,6204,48
1656,5,2,Inbound,6003,23
42,7,1,Outbound,4103,4
1640,8,1,Outbound,4402,9
1547,2,2,Inbound,6403,42
2140,29,2,Outbound,4301,61
1805,12,1,Outbound,6021,52
2053,20,2,Outbound,9402,37
1382,21,1,Inbound,9902,32
573,16,3,Outbound,6603,15
119,8,1,Outbound,4402,9
1563,5,3,Outbound,6001,1
1222,18,1,Inbound,6812,28
481,29,1,Inbound,4407,57
2215,35,1,Inbound,1012,8
1217,18,1,Inbound,6801,28
1231,18,2,Outbound,6802,55
1451,1,3,Inbound,1201,51
1290,35,2,Outbound,1011,20
2279,11,2,Outbound,6604,2
893,8,2,Inbound,4404,34
162,11,1,Inbound,9403,3
949,10,1,Inbound,6804,7
1919,15,1,Inbound,6422,58
2106,36,2,Outbound,4131,79
