trip_id,route_id,service_id,block_id,shape_id
316,75,1,901,50
279,46,1,3202,6
1266,57,3,404,0
2702,45,4,2501,69
1868,18,2,3701,15
2138,80,1,3451,7
56,84,3,701,53
866,67,1,6451,75
1576,40,2,9202,31
1826,18,2,3703,15
3006,85,4,9901,11
3128,96,4,7102,13
3183,67,4,6451,75
3184,67,4,6452,75
2692,89,4,1901,22
2053,96,1,7103,13
2366,57,4,451,0
2736,59,4,3003,19
514,39,1,8002,1
924,67,1,6404,63
1164,86,1,201,28
1641,54,3,6501,30
1961,18,3,3703,9
2135,80,1,3405,70
2339,57,4,402,0
2526,75,4,901,43
3158,96,4,7101,13
864,67,1,6453,75
3225,95,4,3701,10
2484,84,4,701,53
2071,96,1,7103,13
290,46,1,3202,5
657,39,2,8001,1
1953,18,3,3702,9
1833,18,2,3701,15
1173,57,2,401,0
253,46,1,3201,6
2553,18,4,3804,9
216,84,3,701,55
1281,57,3,402,0
1055,57,1,451,0
2136,80,1,3401,70
1505,89,2,1901,23
1722,18,1,3701,9
2908,54,4,6501,24
957,83,1,4403,52
2957,81,4,501,60
531,88,1,7801,20
1945,18,3,3701,9
1977,96,1,7103,17
2936,54,4,6501,30
1802,96,3,7102,17
1468,45,1,2501,27
1975,96,1,7102,17
3144,96,4,7101,13
192,84,1,702,55
2162,85,1,9953,61
2316,89,1,1901,4
2939,54,4,6501,30
1163,82,1,302,74
1510,89,2,1901,23
289,46,1,3204,5
2081,81,1,502,12
578,88,2,7801,8
1582,40,2,9201,31
2464,57,4,406,16
1,40,3,9201,2
2900,54,4,6501,24
695,75,1,901,43
637,39,2,8001,35
361,49,1,7201,3
1234,57,2,405,16
1805,96,3,7101,17
809,59,1,3001,18
2988,81,4,551,57
671,39,3,8001,1
929,67,1,6404,62
692,75,1,901,43
920,67,1,404,63
1033,47,1,3901,45
3179,67,4,6452,75
1197,57,2,406,0
2244,96,2,7101,13
1011,57,1,406,0
937,67,1,6403,64
2186,96,2,7101,17
595,88,3,7801,20
1545,40,1,9202,31
1037,57,1,401,0
108,59,3,3002,18
2214,96,2,7102,17
621,46,3,3201,5
575,88,2,7801,8
2237,96,2,7102,13
2992,80,4,3401,54
1304,57,3,402,16
2167,81,1,551,57
2163,85,1,9954,61
909,54,1,6551,30
1904,18,2,3704,9
2420,57,4,402,16
1858,18,2,3705,15
1716,18,1,3702,9
1430,82,3,301,21
2361,57,4,402,0
3088,96,4,7102,17
133,40,2,9202,2
1219,57,2,403,16
1464,45,1,2503,27
1819,96,3,7101,17
2334,57,4,406,0
533,88,1,7801,20
839,59,1,3002,19
2343,57,4,405,0
2661,82,4,302,29
833,59,1,3003,19
163,54,2,6501,24
1630,54,3,6501,24
1158,83,1,4453,51
613,46,3,3201,6
2370,57,4,406,0
2521,75,4,901,43
2815,49,4,7201,3
1811,96,3,7101,17
2943,54,4,6501,30
272,46,1,3204,6
3055,18,4,3801,14
64,59,2,3001,18
682,39,3,8002,1
2178,96,2,7103,17
1549,40,1,9202,31
1145,59,1,3001,46
2238,96,2,7101,13
2627,86,4,201,28
127,40,2,9202,2
1054,57,1,405,0
675,39,3,8001,1
2571,40,4,9202,2
266,46,1,3201,6
1688,18,1,3701,15
733,57,1,406,16
1887,18,2,3703,9
1901,18,2,3705,9
326,40,1,9202,2
357,49,1,7201,3
2999,80,4,3452,7
150,54,2,6501,24
2475,84,4,702,53
2267,18,1,3702,15
1535,67,1,6452,75
1331,57,3,406,16
1909,18,2,3703,9
1711,18,1,3803,9
1861,18,2,3704,15
2605,40,4,9201,31
2554,18,4,3702,9
1267,57,3,405,0
3202,95,4,3703,26
3193,95,4,3702,26
2208,96,2,7103,17
906,54,1,6501,30
1538,40,1,9201,31
899,54,1,6501,24
1449,45,2,2502,47
707,57,1,407,16
589,88,3,7801,20
294,46,1,3202,5
2306,89,1,1901,4
860,67,1,6457,75
159,54,2,6501,24
1170,57,2,401,0
1198,57,2,404,0
2698,89,4,1901,22
1740,95,1,3703,26
958,83,1,4402,52
1337,57,3,406,16
377,49,1,7201,37
1099,86,2,201,28
1579,40,2,9201,31
2175,96,2,7103,17
1045,57,1,404,0
2356,57,4,404,0
648,39,2,8002,1
2428,57,4,406,16
2500,84,4,702,55
1635,54,3,6501,24
142,40,2,9201,2
2929,54,4,6501,30
939,67,1,6404,64
1386,82,1,302,21
442,49,3,7201,37
467,83,1,4402,52
585,88,2,7801,8
597,88,3,7801,8
428,49,2,7201,37
1796,96,3,7102,13
2197,96,2,7102,17
286,46,1,3202,5
76,59,2,3001,18
513,39,1,8003,1
3062,96,4,7101,17
3053,18,4,3801,15
160,54,2,6501,24
2986,81,4,552,57
2033,96,1,7102,13
1395,82,2,301,21
2077,96,1,7101,13
2601,40,4,9201,31
1183,57,2,402,0
1298,57,3,404,49
99,59,2,3002,18
868,57,2,401,82
2982,81,4,501,57
791,59,1,3004,18
1042,57,1,402,0
2786,46,4,3203,6
1654,54,3,6501,30
1625,54,3,6501,24
552,88,1,7801,8
3162,67,4,6401,63
1739,95,1,3701,26
430,49,2,7201,37
914,54,1,6501,30
1873,18,2,3703,9
2652,82,4,301,21
2978,81,4,501,12
244,57,1,402,0
1912,18,2,3703,9
649,39,2,8001,1
3204,95,4,3802,26
2096,81,1,501,12
1583,40,2,9201,31
1653,54,3,6501,30
1824,96,3,7102,17
3,40,3,9201,2
2014,96,1,7102,17
490,39,1,8001,35
1213,57,2,401,16
2100,81,1,501,12
632,39,2,8002,35
2148,85,1,9902,11
1820,96,3,7102,17
3166,67,4,6401,63
1779,96,3,7101,13
2689,89,4,1901,22
1306,57,3,403,16
1924,18,3,3702,15
1900,18,2,3701,9
1049,57,1,407,0
1291,57,3,401,0
1325,57,3,406,16
1131,75,2,901,50
2379,57,4,401,0
3241,85,1,9951,61
1065,57,1,407,0
702,75,1,901,43
1148,40,1,9201,2
599,88,3,7801,8
450,49,3,7201,37
982,45,3,2502,27
798,59,1,3003,18
2958,81,4,502,60
3172,67,4,6453,67
338,40,1,9201,2
2649,82,4,301,21
1205,57,2,406,0
1747,95,1,3803,10
261,46,1,3202,6
2771,59,4,3002,56
698,75,1,901,43
734,57,1,407,16
2240,96,2,7102,13
851,56,1,7701,76
1066,57,1,402,0
1942,18,3,3702,15
1075,57,1,403,16
3133,96,4,7103,13
2005,96,1,7102,17
3011,85,4,9951,61
1241,57,2,406,16
268,46,1,3204,6
75,59,2,3002,56
1031,47,1,3901,45
2086,81,1,501,12
895,54,1,6501,24
143,54,2,6501,24
1938,18,3,3703,15
1983,96,1,7103,17
2539,18,4,3703,9
3030,18,4,3702,15
3223,95,4,3804,10
2027,96,1,7102,13
2449,57,4,403,16
2720,45,4,2502,27
2557,18,4,3702,9
194,84,1,702,55
1662,18,1,3701,15
2450,57,4,407,16
1774,96,3,7102,13
1142,75,2,901,43
2887,39,4,8001,35
2802,46,4,3203,5
1314,57,3,403,16
2809,46,4,3201,5
1308,57,3,401,16
463,54,1,6551,30
2672,89,4,1901,23
342,40,1,9201,2
183,54,2,6501,30
1788,96,3,7102,13
721,57,1,406,16
2998,80,4,3451,7
1658,54,3,6501,30
523,39,1,8002,1
2409,57,4,404,16
1892,18,2,3703,9
674,39,3,8002,1
946,67,1,9051,75
806,59,1,3003,18
726,57,1,407,16
179,54,2,6501,30
3136,96,4,7103,13
351,49,1,7201,3
1210,57,2,401,16
2909,54,4,6501,24
2840,88,4,7801,20
1533,89,2,1901,22
788,59,1,3002,68
3227,95,4,3801,10
2262,85,1,9901,11
1010,82,3,302,84
1268,57,3,406,0
2561,18,4,3801,9
2376,57,4,407,0
1958,18,3,3703,9
1201,57,2,403,0
2562,18,4,3702,9
824,59,1,3001,19
766,46,2,3202,6
1133,75,2,901,50
2829,49,4,7201,37
931,67,1,6405,62
2983,81,4,502,57
2386,57,4,401,0
1161,83,1,4453,51
3174,67,4,6402,64
736,57,1,406,16
3157,96,4,7103,13
2378,57,4,406,0
1525,89,2,1901,22
1503,89,2,1901,23
2266,18,1,3702,14
1443,45,2,2502,47
1915,18,3,3702,15
1250,57,2,405,16
1840,18,2,3702,15
443,49,3,7201,37
2038,96,1,7103,13
2448,57,4,451,16
2832,49,4,7201,37
410,49,2,7201,3
2732,59,4,3003,19
2758,59,4,3003,18
2892,54,4,6501,24
307,46,1,3201,5
1810,96,3,7102,17
2065,96,1,7103,13
2914,54,4,6501,24
1368,82,1,301,29
2903,54,4,6501,24
842,59,1,3004,19
27,56,1,7701,80
901,54,1,6501,24
1284,57,3,402,0
1990,96,1,7102,17
420,49,2,7201,3
103,59,3,3001,18
2874,39,4,8002,1
2742,59,4,3001,19
1893,18,2,3702,9
2613,40,4,9201,31
745,72,1,5702,77
1177,57,2,402,0
2784,46,4,3201,6
374,49,1,7201,37
741,39,1,8003,35
504,39,1,8003,1
2670,89,4,1901,23
1546,40,1,9201,31
1679,18,1,3702,15
653,39,2,8001,1
2248,96,2,7103,13
98,59,2,3003,25
2619,40,4,9201,31
2772,46,4,3201,72
580,88,2,7801,8
2961,81,4,501,48
2504,84,4,702,55
2730,59,4,3001,19
1890,18,2,3701,9
271,46,1,3203,6
2104,81,1,501,57
197,84,1,701,55
2788,46,4,3202,6
1527,89,2,1901,22
478,39,1,8001,35
3148,96,4,7103,13
188,84,1,702,55
2217,96,2,7101,13
2406,57,4,402,16
486,39,1,8002,35
768,46,2,3201,6
817,59,1,3001,18
2679,89,4,1901,23
2046,96,1,7101,13
2398,57,4,407,49
1956,18,3,3702,9
1179,57,2,403,0
2894,54,4,6501,24
1262,57,3,406,0
2296,89,1,1901,23
1311,57,3,403,16
3009,85,4,9951,61
1870,18,2,3702,9
425,49,2,7201,37
1081,57,1,405,16
2061,96,1,7101,13
215,84,3,701,55
34,84,1,701,53
384,63,1,4101,41
2326,89,1,1901,4
2277,95,1,3803,26
1263,57,3,404,0
151,54,2,6501,24
1718,18,1,3702,9
2193,96,2,7103,17
898,54,1,6551,24
232,57,1,402,0
42,84,1,702,53
3216,95,4,3804,10
1848,18,2,3705,15
2133,80,1,3403,70
1293,57,3,402,0
1853,18,2,3705,15
951,83,1,4401,51
3085,96,4,7102,17
1782,96,3,7102,13
2303,89,1,1901,23
2418,57,4,403,16
2335,57,4,401,0
2439,57,4,405,16
1354,82,1,301,29
1335,57,3,404,16
1927,18,3,3702,15
3094,96,4,7102,17
392,54,1,6501,24
1804,96,3,7102,17
2059,96,1,7103,13
1116,86,2,201,36
582,88,2,7801,8
1954,18,3,3701,9
2911,54,4,6501,24
718,57,1,404,16
1950,18,3,3702,9
1232,57,2,406,16
2051,96,1,7102,13
264,46,1,3204,6
3215,95,4,3803,10
1248,57,2,406,16
456,82,2,302,29
956,83,1,4401,52
2098,81,1,502,12
2886,39,4,8002,35
2097,81,1,502,60
92,59,2,3001,19
345,40,1,9202,2
258,46,1,3201,6
1249,57,2,404,16
2514,75,4,901,50
33,84,1,702,53
2533,18,4,3703,9
805,59,1,3001,18
365,49,1,7201,3
2134,80,1,3404,70
2201,96,2,7101,17
1348,57,2,404,0
3138,96,4,7101,13
3064,96,4,7102,17
332,40,1,9201,2
945,67,1,6403,62
1370,82,1,301,29
1435,45,2,2502,27
3224,95,4,3702,10
3093,96,4,7103,17
436,49,3,7201,3
153,54,2,6501,24
874,54,1,6502,24
2873,39,4,8001,1
3240,57,2,404,16
484,39,1,8001,35
171,54,2,6501,30
2793,46,4,3203,5
1223,57,2,402,16
465,54,1,6501,24
1518,89,2,1901,22
2229,96,2,7101,13
2800,46,4,3201,5
2536,18,4,3703,9
2920,54,4,6501,30
3214,95,4,3802,10
358,49,1,7201,3
1859,18,2,3703,15
2964,81,4,552,48
1160,83,1,4452,51
853,67,1,6455,75
2075,96,1,7101,13
1120,86,2,201,36
2509,75,4,901,50
2827,49,4,7201,37
1261,57,3,405,0
32,84,1,701,53
2018,96,1,7101,17
1338,57,3,404,16
2302,89,1,1901,23
2076,96,1,7103,13
546,88,1,7801,8
2948,61,4,9051,40
2819,49,4,7201,3
777,46,2,3203,5
2620,40,4,9202,31
2312,89,1,1901,4
624,46,3,3202,5
238,57,1,406,0
1772,96,3,7102,13
2047,96,1,7103,13
1196,57,2,405,0
275,46,1,3203,6
445,49,3,7201,37
566,88,2,7801,20
2023,96,1,7101,17
1237,57,2,405,16
2744,59,4,3003,19
849,56,1,7752,73
2119,81,1,551,57
3051,18,4,3702,15
2294,89,1,1901,23
754,46,2,3202,6
1320,57,3,403,16
562,88,2,7801,20
2231,96,2,7102,13
947,57,3,401,82
1208,57,2,402,16
3175,67,4,6401,64
1789,96,3,7101,13
2570,40,4,9201,2
2568,40,4,9201,2
668,39,3,8002,35
106,59,3,3002,18
399,54,1,6501,30
2142,80,1,3451,7
2228,96,2,7102,13
710,57,1,401,16
2281,18,1,3702,9
67,59,2,3002,18
3039,18,4,3703,15
1663,18,1,3703,15
3161,96,4,7101,13
2512,75,4,901,50
2413,57,4,402,16
168,54,2,6501,30
1346,57,2,406,16
2510,75,4,901,50
31,84,1,702,53
2221,96,2,7103,13
1565,40,2,9201,31
3069,96,4,7103,17
427,49,2,7201,37
2036,96,1,7102,13
2839,88,4,7801,20
2867,39,4,8001,1
2912,54,4,6501,24
390,54,1,6501,24
391,54,1,6501,24
487,39,1,8001,35
1880,18,2,3701,9
666,39,3,8002,35
588,88,3,7801,20
1703,18,1,3802,9
2390,57,4,407,0
403,54,1,6501,30
1218,57,2,401,16
202,84,1,702,53
30,84,1,701,53
3207,95,4,3802,26
115,59,3,3001,19
1752,95,1,3702,10
556,88,1,7801,8
2615,40,4,9201,31
2321,89,1,1901,4
1064,57,1,403,0
2011,96,1,7102,17
3022,18,4,3703,15
2996,80,4,3403,70
1473,45,1,2503,27
618,46,3,3202,5
1159,83,1,4451,51
2740,59,4,3003,19
260,46,1,3204,6
1552,40,1,9201,31
2899,54,4,6501,24
102,59,3,3002,18
2716,45,4,2502,27
2645,82,4,301,21
837,59,1,3003,19
2779,46,4,3202,6
699,75,1,901,43
2559,18,4,3702,9
730,57,1,404,16
2292,89,1,1901,23
1650,54,3,6501,30
3221,95,4,3802,10
2099,81,1,501,60
3212,95,4,3803,10
964,45,2,2502,27
828,59,1,3001,19
249,57,1,406,0
1756,95,1,3802,10
522,39,1,8003,1
1572,40,2,9202,31
892,54,1,6551,24
2383,57,4,407,0
2697,89,4,1901,22
919,67,1,6401,63
2882,39,4,8002,35
3197,95,4,3802,26
2940,54,4,6501,30
2125,81,1,551,48
705,57,1,401,16
2429,57,4,401,16
43,84,1,701,53
1351,67,1,6457,75
2760,59,4,3001,18
2764,59,4,3001,18
814,59,1,3003,18
2977,81,4,502,12
2947,61,4,404,33
3032,18,4,3703,15
3187,95,4,3801,26
368,49,1,7201,37
2227,96,2,7103,13
2092,81,1,503,12
146,54,2,6501,24
3075,96,4,7103,17
308,46,1,3203,5
2030,96,1,7102,13
2585,40,4,9202,2
770,46,2,3202,5
164,54,2,6501,30
2126,81,1,551,57
2710,45,4,2501,47
1481,45,1,2502,47
921,67,1,6402,63
2079,81,1,501,12
952,83,1,4403,51
1069,57,1,407,16
650,39,2,8002,1
3159,96,4,7103,13
973,45,3,2502,47
2311,89,1,1901,4
71,59,2,3002,18
461,54,1,6502,30
2745,59,4,3002,19
2166,80,1,3453,71
2647,82,4,301,21
2750,59,4,3003,68
2202,96,2,7103,17
1239,57,2,404,16
2638,86,4,201,36
3181,67,4,6452,75
2247,96,2,7101,13
28,84,1,701,53
2478,84,4,701,53
2032,96,1,7103,13
1760,95,1,3701,10
3101,96,4,7101,17
1420,82,3,302,29
1815,96,3,7101,17
2105,81,1,502,48
2757,59,4,3004,18
337,40,1,9202,2
2844,88,4,7801,20
2805,46,4,3203,5
1226,57,2,402,16
1665,18,1,3703,15
1828,18,2,3704,15
665,39,3,8001,35
555,88,1,7801,8
1509,89,2,1901,23
2574,40,4,9201,2
1541,40,1,9202,31
37,84,1,702,53
3237,57,2,404,16
369,49,1,7201,37
353,49,1,7201,3
2492,84,4,702,55
3164,67,4,6401,63
804,59,1,3002,18
2657,82,4,302,29
2431,57,4,405,16
409,49,2,7201,3
70,59,2,3003,18
2870,39,4,8002,1
2669,82,4,302,29
2972,81,4,503,12
2767,59,4,3002,18
2150,85,1,9904,11
263,46,1,3203,6
2189,96,2,7101,17
1960,18,3,3701,9
943,67,1,6401,64
990,86,1,201,36
1102,86,2,201,28
446,49,3,7201,37
2365,57,4,405,0
23,64,1,4701,81
2400,57,4,401,82
483,39,1,8002,35
843,59,1,3002,19
3233,61,1,9002,33
203,84,1,702,53
569,88,2,7801,20
285,46,1,3204,5
241,57,1,405,0
3185,67,4,6453,75
2677,89,4,1901,23
1029,47,1,3901,45
1242,57,2,404,16
2607,40,4,9201,31
1987,96,1,7102,17
3001,80,4,9952,7
1005,86,1,201,28
1135,75,2,901,43
1080,57,1,404,16
1046,57,1,405,0
1561,40,1,9202,31
1766,95,1,3802,10
2503,84,4,701,55
1061,57,1,404,0
2519,75,4,901,43
2392,57,4,406,0
1852,18,2,3701,15
1062,57,1,405,0
2045,96,1,7102,13
3080,96,4,7101,17
278,46,1,3203,6
2684,89,4,1901,23
118,59,3,3002,19
1096,57,1,404,16
677,39,3,8001,1
1006,86,1,201,28
2372,57,4,404,0
2144,80,1,3452,7
55,84,3,701,53
1336,57,3,405,16
800,59,1,3002,18
82,59,2,3003,19
3171,67,4,6452,67
2325,89,1,1901,23
331,40,1,9202,2
2733,59,4,3002,19
2876,39,4,8002,35
2852,88,4,7801,8
169,54,2,6501,30
1834,18,2,3703,15
1771,96,3,7101,13
757,46,2,3202,6
1469,45,1,2502,27
2095,81,1,501,60
24,64,1,4751,79
1127,75,2,901,50
