trip_id,route_id,service_id,block_id,shape_id
1028,47,1,3901,45
2529,75,4,901,43
3031,18,4,3701,15
352,49,1,7201,3
1330,57,3,405,16
960,83,1,4403,52
1920,18,3,3703,15
2743,59,4,3004,19
2889,39,4,8001,35
2877,39,4,8001,35
1203,57,2,404,0
259,46,1,3203,6
966,45,3,2501,69
1052,57,1,401,0
1875,18,2,3704,9
1989,96,1,7103,17
2236,96,2,7103,13
1068,57,1,403,16
673,39,3,8001,1
1949,18,3,3703,9
2821,49,4,7201,3
2898,54,4,6501,24
1578,40,2,9202,31
1773,96,3,7101,13
2006,96,1,7101,17
953,83,1,4402,51
91,59,2,3002,19
902,54,1,6551,24
1704,18,1,3803,9
1519,89,2,1901,22
2,40,3,9201,2
3097,96,4,7102,17
2327,89,1,1901,23
3018,18,4,3701,15
1272,57,3,404,0
996,86,1,201,36
1347,57,2,403,0
1371,82,1,302,21
1378,82,1,302,21
3140,96,4,7102,13
3014,96,1,7101,13
2358,57,4,451,0
1902,18,2,3703,9
1451,45,2,2502,47
2395,57,4,407,0
349,49,1,7201,3
1701,18,1,3703,9
2179,96,2,7102,17
1489,45,1,2501,47
1084,57,1,407,16
547,88,1,7801,8
2780,46,4,3203,6
2531,18,4,3702,9
317,75,1,901,50
140,40,2,9201,2
181,54,2,6501,30
1969,18,3,3701,9
1385,82,1,302,21
605,88,3,7801,8
1894,18,2,3704,9
1661,18,1,3702,15
2128,80,1,3402,70
2044,96,1,7103,13
2371,57,4,401,0
2753,59,4,3004,18
2532,18,4,3701,9
2295,89,1,1901,23
2528,75,4,901,43
1719,18,1,3701,9
1646,54,3,6501,30
775,46,2,3201,5
2755,59,4,3002,18
704,57,1,402,16
1783,96,3,7101,13
2058,96,1,7101,13
1445,45,2,2502,47
2599,40,4,9201,31
2091,81,1,503,60
1485,45,1,2503,47
543,88,1,7801,20
1865,18,2,3701,15
155,54,2,6501,24
1540,40,1,9201,31
3194,95,4,3701,26
1139,75,2,901,43
913,54,1,6551,30
509,39,1,8001,1
1732,95,1,3701,26
2422,57,4,401,16
2502,84,4,702,55
840,59,1,3001,19
2491,84,4,701,55
1547,40,1,9202,31
3095,96,4,7101,17
761,46,2,3203,6
2544,18,4,3802,9
2152,85,1,9902,11
2242,96,2,7103,13
1569,40,2,9201,31
2801,46,4,3202,5
1358,82,1,301,29
2350,57,4,405,0
3121,96,4,7103,13
94,59,2,3003,19
654,39,2,8002,1
3131,96,4,7102,13
870,54,1,6502,24
2168,96,2,7101,17
1689,18,1,3801,15
1671,18,1,3804,15
1421,82,3,302,29
1585,40,3,9201,31
720,57,1,402,16
1376,82,1,302,21
1439,45,2,2502,27
1425,82,3,301,21
135,40,2,9202,2
2417,57,4,405,16
1932,18,3,3703,15
627,39,2,8001,35
679,39,3,8001,1
2359,57,4,403,0
1700,18,1,3701,9
1326,57,3,404,16
2345,57,4,407,0
2456,57,4,403,16
3059,96,4,7101,17
2595,40,4,9201,31
3102,96,4,7103,17
1301,57,3,402,16
144,54,2,6501,24
694,75,1,901,43
2663,82,4,302,29
3196,95,4,3801,26
557,88,1,7801,8
2588,40,4,9201,2
2308,89,1,1901,4
2708,45,4,2501,47
2946,54,4,6501,30
918,54,1,6501,30
195,84,1,701,55
1551,40,1,9202,31
886,54,1,6502,30
690,75,1,901,43
3086,96,4,7101,17
1155,83,1,4451,52
848,56,1,7751,73
1645,54,3,6501,30
1573,40,2,9201,31
2560,18,4,3701,9
583,88,2,7801,8
2349,57,4,404,0
3177,67,4,6401,64
759,46,2,3201,6
1491,45,1,2503,47
2298,89,1,1901,23
2127,80,1,3401,54
237,57,1,402,0
579,88,2,7801,8
3198,95,4,3803,26
746,72,1,5701,77
652,39,2,8002,1
3219,95,4,3703,10
2003,96,1,7101,17
1074,57,1,405,16
2642,86,4,201,36
440,49,3,7201,3
2441,57,4,403,16
1964,18,3,3703,9
68,59,2,3001,18
2170,96,2,7102,17
938,67,1,6401,64
1727,95,1,3803,26
3019,18,4,3703,15
2632,86,4,201,28
2212,96,2,7102,17
959,83,1,4401,52
2442,57,4,407,16
3040,18,4,3804,15
873,54,1,6501,24
1141,75,2,901,43
2165,80,1,3452,71
2495,84,4,701,55
1781,96,3,7101,13
3153,96,4,7101,13
2476,84,4,701,53
907,54,1,6551,30
2782,46,4,3202,6
81,59,2,3004,19
2348,57,4,401,0
1216,57,2,401,16
1968,18,3,3702,9
740,39,1,8002,1
344,40,1,9201,2
1850,18,2,3702,15
325,40,1,9201,2
1106,86,2,201,28
2921,54,4,6501,30
1676,18,1,3802,15
1392,82,2,301,21
2869,39,4,8001,1
2004,96,1,7103,17
2261,96,2,7101,13
89,59,2,3004,19
1410,82,2,302,29
2270,18,1,3802,15
1876,18,2,3701,9
2479,84,4,702,53
955,83,1,4403,51
995,86,1,201,36
208,84,2,701,55
1829,18,2,3701,15
1407,82,2,302,29
1215,57,2,402,16
256,46,1,3201,6
1877,18,2,3703,9
532,88,1,7801,20
2457,57,4,407,16
265,46,1,3202,6
716,57,1,406,16
2394,57,4,404,0
2301,89,1,1901,23
827,59,1,3002,19
2156,85,1,9952,61
1015,47,1,3901,44
636,39,2,8002,35
470,83,1,4452,65
1228,57,2,402,16
2477,84,4,702,53
2309,89,1,1901,4
1685,18,1,3702,15
2117,81,1,555,57
53,84,3,701,53
629,39,2,8001,35
1731,95,1,3702,26
2028,96,1,7101,13
689,45,1,2501,27
1847,18,2,3701,15
728,57,1,406,16
855,67,1,6456,75
1733,95,1,3703,26
60,59,2,3001,18
449,49,3,7201,37
932,67,1,6406,63
2269,95,1,3801,10
348,40,1,9201,2
2293,89,1,1901,23
2993,80,4,3402,70
2074,96,1,7103,13
1086,57,1,406,16
356,49,1,7201,3
2712,45,4,2501,47
2777,46,4,3203,6
835,59,1,3002,19
1448,45,2,2501,47
1194,57,2,406,0
3190,95,4,3801,26
57,59,2,3004,18
845,59,1,3003,19
1255,57,3,403,0
138,40,2,9201,2
1995,96,1,7103,17
1699,18,1,3702,9
2719,45,4,2501,27
2860,39,4,8002,1
2029,96,1,7103,13
2817,49,4,7201,3
1277,57,3,405,0
310,46,1,3203,5
1615,83,1,4451,85
1124,40,2,9202,2
3061,96,4,7102,17
983,45,3,2501,27
2621,40,4,9202,31
3099,96,4,7103,17
507,39,1,8003,1
1678,18,1,3804,15
1898,18,2,3702,9
1461,45,1,2503,27
226,57,1,406,0
651,39,2,8001,1
544,88,1,7801,20
175,54,2,6501,30
1692,18,1,3801,15
508,39,1,8002,1
2878,39,4,8002,35
2355,57,4,401,0
1846,18,2,3704,15
2340,57,4,406,0
1674,18,1,3703,15
2258,96,2,7102,13
713,57,1,403,16
2671,89,4,1901,23
2883,39,4,8001,35
174,54,2,6501,30
3063,96,4,7103,17
2039,96,1,7102,13
2756,59,4,3001,18
190,84,1,702,55
3005,85,4,3401,11
2931,54,4,6501,30
910,54,1,6501,30
1584,40,3,9201,31
3186,67,4,6453,75
2721,45,4,2501,27
1823,96,3,7101,17
2215,96,2,7101,17
2310,89,1,1901,4
883,54,1,6501,30
2315,89,1,1901,4
404,54,1,6501,30
2488,84,4,702,55
2280,18,1,3701,15
1908,18,2,3701,9
752,46,2,3203,6
729,57,1,401,16
2954,81,4,503,60
1098,57,1,451,16
2008,96,1,7102,17
2195,96,2,7101,17
3210,95,4,3801,10
818,59,1,3004,56
1925,18,3,3701,15
1548,40,1,9201,31
2550,18,4,3801,9
2541,18,4,3701,9
1388,82,1,302,21
2337,57,4,403,0
170,54,2,6501,30
1818,96,3,7102,17
2455,57,4,405,16
2673,89,4,1901,23
1181,57,2,401,0
735,57,1,404,16
834,59,1,3004,19
1134,75,2,901,50
2926,54,4,6501,30
52,84,3,701,53
1456,45,1,2501,27
1083,57,1,403,16
1231,57,2,405,16
1333,57,3,405,16
1577,40,2,9201,31
630,39,2,8002,35
1490,45,1,2502,47
3027,18,4,3802,15
1743,95,1,3803,26
48,84,2,701,53
136,40,2,9201,2
3150,96,4,7101,13
620,46,3,3202,5
709,57,1,406,16
1593,40,3,9201,31
1516,89,2,1901,23
2501,84,4,701,55
3049,18,4,3701,15
3160,96,4,7101,13
231,57,1,407,0
2792,46,4,3202,5
2923,54,4,6501,30
400,54,1,6501,30
1649,54,3,6501,30
269,46,1,3202,6
1200,57,2,406,0
2517,75,4,901,50
2367,57,4,403,0
2433,57,4,403,16
3105,96,4,7103,17
247,57,1,404,0
2836,88,4,7801,20
1182,57,2,403,0
2804,46,4,3202,5
2385,57,4,406,0
1672,18,1,3702,15
1309,57,3,402,16
1390,82,2,301,21
1839,18,2,3703,15
2466,57,4,407,16
2210,96,2,7101,17
6,40,3,9201,2
276,46,1,3204,6
1536,40,1,9201,31
591,88,3,7801,20
2072,96,1,7102,13
1406,82,2,302,29
80,59,2,3001,19
2626,86,4,201,28
1186,57,2,405,0
2676,89,4,1901,23
3008,85,4,3402,11
2336,57,4,404,0
2143,80,1,3455,7
2592,40,4,9201,2
83,59,2,3002,19
587,88,3,7801,20
1888,18,2,3702,9
1695,18,1,3703,9
3000,80,4,3453,7
2901,54,4,6501,24
2666,82,4,302,29
2353,57,4,402,0
2628,86,4,201,28
2265,81,1,502,12
1982,96,1,7101,17
1517,89,2,1901,23
1621,54,3,6501,24
3122,96,4,7102,13
2157,85,1,9953,61
346,40,1,9202,2
2880,39,4,8002,35
894,54,1,6551,24
844,59,1,3001,19
2763,59,4,3002,18
2459,57,4,406,16
370,49,1,7201,37
1764,95,1,3803,10
2025,96,1,7101,17
1790,96,3,7102,13
722,57,1,401,16
1664,18,1,3701,15
2360,57,4,407,0
321,75,1,901,50
1974,96,1,7101,17
1916,18,3,3701,15
783,46,2,3203,5
1165,57,2,402,0
497,39,1,8003,35
1736,95,1,3803,26
362,49,1,7201,3
2713,45,4,2502,47
1110,86,2,201,36
2052,96,1,7101,13
2905,54,4,6501,24
1484,45,1,2502,47
1294,57,3,401,0
2823,49,4,7201,37
738,39,1,8002,1
2766,59,4,3003,18
731,57,1,403,16
1204,57,2,405,0
2581,40,4,9202,2
2472,84,4,701,53
1991,96,1,7101,17
1104,86,2,201,28
1423,82,3,301,21
1305,57,3,401,16
524,39,1,8001,1
2445,57,4,401,16
2630,86,4,201,28
2963,81,4,501,48
1881,18,2,3705,9
1202,57,2,406,0
1414,82,3,302,29
2725,45,4,2501,27
262,46,1,3201,6
1415,82,3,302,29
2389,57,4,403,0
968,45,3,2501,47
421,49,2,7201,37
206,84,2,701,55
3209,95,4,3801,26
1085,57,1,402,16
101,59,3,3001,18
2268,18,1,3701,9
2260,96,2,7102,13
2828,49,4,7201,37
1299,57,3,401,16
1651,54,3,6501,30
3145,96,4,7103,13
2017,96,1,7102,17
86,59,2,3003,19
789,59,1,3001,18
120,59,3,3002,19
1206,57,2,404,49
950,83,1,4402,51
411,49,2,7201,3
1971,18,3,3702,9
340,40,1,9201,2
1221,57,2,401,16
2482,84,4,701,53
2354,57,4,406,0
2012,96,1,7101,17
382,49,1,7201,37
1172,57,2,402,0
12,61,1,3803,33
1553,40,1,9202,31
2579,40,4,9202,2
444,49,3,7201,37
1691,18,1,3701,15
724,57,1,405,16
1627,54,3,6501,24
2785,46,4,3202,6
2462,57,4,403,16
1825,18,2,3701,15
1559,40,1,9202,31
1911,18,2,3701,9
1715,18,1,3703,9
891,54,1,6501,24
616,46,3,3202,6
1493,45,1,2502,47
129,40,2,9202,2
1071,57,1,406,16
451,57,1,406,0
300,46,1,3203,5
343,40,1,9202,2
119,59,3,3001,25
2705,45,4,2502,47
1398,82,2,301,21
1882,18,2,3703,9
560,88,1,7801,8
1118,86,2,201,36
2447,57,4,405,16
2255,96,2,7102,13
2791,46,4,3201,5
383,47,1,3901,44
691,75,1,901,43
3195,95,4,3703,26
1259,57,3,406,0
2551,18,4,3802,9
784,46,2,3201,5
2234,96,2,7102,13
90,59,2,3003,19
3096,96,4,7103,17
2151,85,1,9901,11
572,88,2,7801,20
2814,49,4,7201,3
3003,80,4,9952,71
2916,54,4,6501,24
134,40,2,9201,2
2575,40,4,9202,2
865,67,1,6452,75
2714,45,4,2502,27
2969,81,4,502,48
1849,18,2,3703,15
2211,96,2,7103,17
1792,96,3,7102,13
942,67,1,6406,64
218,84,3,701,55
568,88,2,7801,20
1769,96,3,7101,13
538,88,1,7801,20
220,57,1,403,0
1067,57,1,406,0
2200,96,2,7102,17
742,39,1,8002,35
1648,54,3,6501,30
1724,18,1,3801,9
2609,40,4,9201,31
708,57,1,402,16
347,40,1,9202,2
2686,89,4,1901,22
1550,40,1,9201,31
293,46,1,3204,5
645,39,2,8001,1
1244,57,2,406,16
683,83,1,4402,34
2427,57,4,402,16
1190,57,2,405,0
1114,86,2,201,36
1638,54,3,6501,24
13,61,1,9053,40
2675,89,4,1901,23
1980,96,1,7103,17
1590,40,3,9201,31
1245,57,2,404,16
1992,96,1,7103,17
1588,40,3,9201,31
1555,40,1,9202,31
2795,46,4,3202,5
2107,81,1,501,48
619,46,3,3201,5
59,59,2,3002,18
2090,81,1,502,60
2184,96,2,7103,17
829,59,1,3003,19
221,57,1,402,0
1471,45,1,2501,27
2629,86,4,201,28
2855,88,4,7801,8
1207,57,2,405,49
205,84,1,702,55
1487,45,1,2502,47
2748,59,4,3003,25
1618,61,1,9052,40
110,59,3,3002,56
2735,59,4,3004,19
3026,18,4,3801,15
1431,82,3,301,21
1885,18,2,3701,9
2382,57,4,403,0
2013,96,1,7103,17
311,46,1,3202,6
670,39,3,8002,35
1095,57,1,401,16
520,39,1,8002,1
1734,95,1,3801,26
3111,96,4,7101,13
799,59,1,3004,18
364,49,1,7201,3
149,54,2,6501,24
1972,18,3,3701,9
1660,18,1,3703,66
455,82,2,301,74
2252,96,2,7102,13
1382,82,1,302,21
2618,40,4,9202,31
574,88,2,7801,20
1837,18,2,3701,15
2324,89,1,1901,4
2967,81,4,501,48
2222,96,2,7102,13
2256,96,2,7101,13
3115,96,4,7103,13
641,39,2,8001,35
1993,96,1,7102,17
97,59,2,3004,25
2633,86,4,201,36
1167,57,2,401,0
1495,45,1,2501,47
1726,95,1,3802,26
773,46,2,3202,5
1349,57,2,406,0
2965,81,4,502,48
2205,96,2,7103,17
536,88,1,7801,20
1564,40,2,9202,31
2446,57,4,404,16
2707,45,4,2502,47
2041,96,1,7103,13
1111,86,2,201,36
1943,18,3,3701,15
801,59,1,3001,18
1476,45,1,2503,27
623,46,3,3201,5
1759,95,1,3702,10
305,46,1,3204,5
1707,18,1,3701,9
614,46,3,3202,6
2520,75,4,901,43
72,59,2,3001,18
1440,45,2,2501,27
491,39,1,8003,35
460,54,1,6501,30
1714,18,1,3701,9
116,59,3,3002,19
394,54,1,6501,24
1191,57,2,406,0
100,59,2,3002,19
1842,18,2,3701,15
567,88,2,7801,20
1240,57,2,405,16
2507,75,4,901,50
3234,61,1,9051,40
2274,18,1,3804,15
2022,96,1,7103,17
2401,57,4,403,16
867,56,1,7751,83
2174,96,2,7101,17
3191,95,4,3802,26
214,84,3,701,55
2425,57,4,403,16
1143,75,2,901,43
596,88,3,7801,20
2137,80,1,3402,54
1136,75,2,901,43
2403,57,4,401,16
2440,57,4,451,16
1180,57,2,402,0
2971,81,4,502,12
2426,57,4,407,16
4,40,3,9201,2
2879,39,4,8001,35
2063,96,1,7102,13
2123,81,1,552,57
1683,18,1,3703,15
1742,95,1,3802,26
2415,57,4,401,16
1176,57,2,403,0
1939,18,3,3702,15
223,57,1,403,0
109,59,3,3001,18
2279,18,1,3702,9
145,54,2,6501,24
2833,49,4,7201,37
2664,82,4,302,29
1996,96,1,7102,17
1966,18,3,3701,9
2558,18,4,3701,9
576,88,2,7801,8
1524,89,2,1901,22
2834,88,4,7801,20
1458,45,1,2503,27
1917,18,3,3703,15
236,57,1,407,0
518,39,1,8001,1
40,84,1,701,53
1872,18,2,3701,9
812,59,1,3002,18
622,46,3,3202,5
319,75,1,901,50
2614,40,4,9202,31
693,75,1,901,43
1765,95,1,3801,10
1324,57,3,405,16
3028,18,4,3803,15
1965,18,3,3702,9
1034,47,1,3901,45
1986,96,1,7103,17
1193,57,2,405,0
303,46,1,3201,5
2812,49,4,7201,3
2524,75,4,901,43
2288,89,1,1901,23
607,46,3,3201,6
802,59,1,3003,18
767,46,2,3203,6
2062,96,1,7103,13
1416,82,3,302,29
2576,40,4,9201,2
669,39,3,8001,35
1146,47,1,3901,44
1973,18,1,3701,9
2862,39,4,8002,1
737,57,1,401,82
660,39,3,8002,35
1303,57,3,403,16
2300,89,1,1901,23
245,57,1,406,0
1474,45,1,2501,27
1321,57,3,405,16
50,84,2,701,53
204,84,1,702,55
3226,95,4,3703,10
2436,57,4,406,16
2866,39,4,8002,1
2622,86,4,201,28
1768,96,3,7102,13
2180,96,2,7101,17
2103,81,1,501,48
819,59,1,3002,19
1656,54,3,6501,30
1375,82,1,302,21
1729,95,1,3802,26
836,59,1,3001,19
124,40,2,9201,2
1138,75,2,901,43
2635,86,4,201,36
1801,96,3,7101,17
474,39,1,8002,35
227,57,1,401,0
1948,18,3,3701,9
2583,40,4,9202,2
3218,95,4,3701,10
1162,82,1,301,58
2073,96,1,7101,13
1501,45,1,2501,39
1813,96,3,7101,17
499,39,1,8001,35
3090,96,4,7103,17
2643,86,4,201,36
3060,96,4,7103,17
401,54,1,6501,30
2093,81,1,504,60
1832,18,2,3704,15
3235,57,2,404,0
758,46,2,3203,6
2364,57,4,404,0
1312,57,3,402,16
2563,18,4,3701,9
1775,96,3,7101,13
2172,96,2,7103,17
1369,82,1,301,29
2617,40,4,9201,31
3117,96,4,7101,13
246,57,1,401,0
1793,96,3,7101,13
147,54,2,6501,24
1836,18,2,3704,15
3092,96,4,7101,17
2362,57,4,406,0
1556,40,1,9201,31
2944,54,4,6501,30
2207,96,2,7101,17
884,54,1,6502,30
2264,81,1,9001,12
3045,18,4,3802,15
1757,95,1,3803,10
640,39,2,8002,35
1522,89,2,1901,22
1422,82,3,301,21
93,59,2,3004,19
2564,18,4,3801,9
1673,18,1,3701,15
1567,40,2,9201,31
1957,18,3,3701,9
161,54,2,6501,24
1024,47,1,3901,44
2811,49,4,7201,3
1526,89,2,1901,22
1670,18,1,3803,15
130,40,2,9201,2
1419,82,3,302,29
1998,96,1,7103,17
1433,45,2,2502,27
387,54,1,6501,24
498,39,1,8002,35
2198,96,2,7101,17
2841,88,4,7801,20
1373,82,1,302,21
792,59,1,3002,18
2109,81,1,502,48
1967,18,3,3703,9
2408,57,4,401,16
270,46,1,3201,6
2084,81,1,504,60
2790,46,4,3201,6
558,88,1,7801,8
2871,39,4,8001,1
981,45,3,2501,27
492,39,1,8002,35
2747,59,4,3004,25
1285,57,3,401,0
2373,57,4,405,0
554,88,1,7801,8
3046,18,4,3701,15
2342,57,4,404,0
1962,18,3,3702,9
880,54,1,6502,30
1488,45,1,2503,47
2000,96,1,7101,17
1841,18,2,3704,15
173,54,2,6501,30
1076,57,1,407,16
2875,39,4,8001,35
2825,49,4,7201,37
972,45,3,2501,47
3107,96,4,7103,17
1930,18,3,3702,15
79,59,2,3001,19
1362,82,1,301,29
2216,96,2,7102,13
2933,54,4,6501,30
1929,18,3,3703,15
2468,84,4,701,53
2454,57,4,404,16
2728,59,4,3003,19
381,49,1,7201,37
1745,95,1,3802,26
3114,96,4,7101,13
255,46,1,3204,6
447,49,3,7201,37
1855,18,2,3702,15
402,54,1,6501,30
1025,47,1,3901,45
414,49,2,7201,3
2158,85,1,9954,61
1399,82,2,301,21
63,59,2,3002,18
1741,95,1,3801,26
283,46,1,3201,5
111,59,3,3001,19
795,59,1,3004,18
1866,18,2,3703,15
2660,82,4,302,29
2824,49,4,7201,37
1169,57,2,402,0
341,40,1,9202,2
3023,18,4,3702,15
1675,18,1,3801,15
320,75,1,901,50
732,57,1,407,16
1192,57,2,404,0
66,59,2,3003,18
437,49,3,7201,3
831,59,1,3002,19
313,75,1,901,50
3188,95,4,3802,26
2546,18,4,3804,9
323,75,1,901,50
825,59,1,3003,19
3079,96,4,7102,17
328,40,1,9201,2
994,86,1,201,36
2050,96,1,7103,13
415,49,2,7201,3
201,84,1,701,55
210,84,2,701,55
985,45,3,2501,86
301,46,1,3204,5
609,46,3,3201,6
1889,18,2,3704,9
1936,18,3,3702,15
1032,47,1,3901,45
3067,96,4,7102,17
1906,18,2,3703,9
776,46,2,3202,5
2646,82,4,301,21
3139,96,4,7103,13
2523,75,4,901,43
2057,96,1,7102,13
1500,45,1,2503,47
1147,47,1,3901,45
466,54,1,6551,30
890,54,1,6551,24
1288,57,3,401,0
1278,57,3,406,49
157,54,2,6501,24
156,54,2,6501,24
1978,96,1,7102,17
2452,57,4,406,16
969,45,3,2502,47
2527,75,4,901,43
1413,82,3,302,29
2499,84,4,701,55
1434,45,2,2501,27
39,84,1,702,53
503,39,1,8001,1
1444,45,2,2501,47
3149,96,4,7102,13
916,54,1,6501,30
2859,39,4,8001,1
219,57,1,401,0
2596,40,4,9202,31
949,83,1,4403,51
3058,96,4,7102,17
2600,40,4,9202,31
706,57,1,403,16
2715,45,4,2501,27
1862,18,2,3701,15
542,88,1,7801,20
454,86,1,201,36
2818,49,4,7201,3
561,88,1,7801,8
1737,95,1,3804,26
1640,54,3,6501,30
2224,96,2,7103,13
2481,84,4,702,53
1014,57,1,403,16
1570,40,2,9202,31
852,67,1,6454,75
1999,96,1,7102,17
1012,57,1,401,0
152,54,2,6501,24
1132,75,2,901,50
3147,96,4,7101,13
2380,57,4,404,0
1225,57,2,403,16
926,67,1,6405,63
1886,18,2,3705,9
453,86,1,201,36
322,75,1,901,50
335,40,1,9202,2
1659,18,1,3701,66
2285,89,1,1901,23
502,39,1,8002,1
217,84,3,701,55
25,63,1,4151,42
1560,40,1,9201,31
2907,54,4,6501,24
1617,63,1,4151,42
1323,57,3,404,16
529,88,1,7801,20
663,39,3,8001,35
439,49,3,7201,3
2318,89,1,1901,4
2851,88,4,7801,8
521,39,1,8001,1
1365,82,1,301,29
304,46,1,3203,5
1508,89,2,1901,23
974,45,3,2501,47
1039,57,1,405,0
1869,18,2,3703,15
1951,18,3,3701,9
65,59,2,3004,18
1128,75,2,901,50
1483,45,1,2501,47
396,54,1,6501,24
366,49,1,7201,37
701,75,1,901,43
1589,40,3,9201,31
2225,96,2,7102,13
480,39,1,8002,35
2636,86,4,201,36
1404,82,2,302,29
3203,95,4,3801,26
1189,57,2,404,0
3192,95,4,3803,26
854,67,1,6452,75
1864,18,2,3702,15
684,59,2,3002,46
998,86,1,201,28
1256,57,3,402,0
1313,57,3,401,16
2272,81,1,552,38
158,54,2,6501,24
930,67,1,7702,62
1706,18,1,3702,9
2352,57,4,407,0
1257,57,3,404,0
2042,96,1,7102,13
3229,95,4,3803,10
3123,96,4,7101,13
3155,96,4,7102,13
2598,40,4,9202,31
367,49,1,7201,37
1212,57,2,402,16
912,54,1,6501,30
1184,57,2,401,0
2694,89,4,1901,22
273,46,1,3202,6
1681,18,1,3703,15
1748,95,1,3801,10
2858,88,4,7801,8
1108,86,2,201,28
1302,57,3,401,16
1687,18,1,3702,15
1078,57,1,406,16
1717,18,1,3701,9
2480,84,4,701,53
3200,95,4,3702,26
3110,96,4,7102,13
1744,95,1,3801,26
17,67,1,6456,67
1341,57,3,404,16
2651,82,4,301,21
2190,96,2,7103,17
878,54,1,6502,24
1568,40,2,9202,31
2451,57,4,402,16
505,39,1,8002,1
1265,57,3,406,0
971,45,3,2502,47
551,88,1,7801,8
2070,96,1,7101,13
1340,57,3,406,16
408,54,1,6501,30
1318,57,3,402,16
1467,45,1,2503,27
2291,89,1,1901,23
1156,83,1,4451,51
302,46,1,3202,5
571,88,2,7801,20
807,59,1,3004,18
2471,84,4,702,53
1575,40,2,9201,31
1016,47,1,3901,44
501,39,1,8002,35
2056,96,1,7103,13
3057,96,4,7101,17
1513,89,2,1901,23
378,49,1,7201,37
1058,57,1,402,0
1843,18,2,3705,15
2935,54,4,6501,30
2589,40,4,9202,2
1243,57,2,405,16
872,54,1,6502,24
1728,95,1,3801,26
58,59,2,3003,18
1276,57,3,404,0
1260,57,3,404,0
2762,59,4,3003,18
395,54,1,6501,24
2177,96,2,7101,17
2088,81,1,9002,60
2951,81,4,503,60
644,39,2,8002,1
193,84,1,701,55
1941,18,3,3703,15
405,54,1,6501,30
243,57,1,407,0
2942,54,4,6501,30
2856,88,4,7801,8
114,59,3,3002,19
2688,89,4,1901,22
3100,96,4,7102,17
3065,96,4,7101,17
1905,18,2,3701,9
2402,57,4,402,16
1280,57,3,403,0
2015,96,1,7101,17
526,39,1,8002,1
3108,96,4,7101,17
429,49,2,7201,37
2049,96,1,7101,13
1534,67,1,6402,62
38,84,1,701,53
2191,96,2,7102,17
549,88,1,7801,8
1426,82,3,301,21
1480,45,1,2501,47
1403,82,2,302,29
2691,89,4,1901,22
796,59,1,3002,18
723,57,1,404,16
2146,80,1,3454,7
1994,96,1,7101,17
2826,49,4,7201,37
2024,96,1,7103,17
961,83,1,4401,51
2915,54,4,6501,24
2132,80,1,3402,70
3038,18,4,3701,15
1063,57,1,451,0
858,67,1,6455,75
681,39,3,8001,1
1878,18,2,3702,9
688,39,1,8001,1
2538,18,4,3701,9
2259,96,2,7101,13
997,86,1,201,36
565,88,2,7801,20
1350,57,2,404,0
2220,96,2,7101,13
1884,18,2,3704,9
2016,96,1,7103,17
1755,95,1,3801,10
3068,96,4,7101,17
1800,96,3,7102,17
3037,18,4,3702,15
1767,96,3,7101,13
954,83,1,4401,51
1472,45,1,2502,27
242,57,1,403,0
1130,75,2,901,50
1720,18,1,3801,9
1812,96,3,7102,17
3054,18,4,3702,15
1290,57,3,402,0
2681,89,4,1901,23
2313,89,1,1901,4
2485,84,4,702,53
1246,57,2,405,16
95,59,2,3002,19
517,39,1,8002,1
324,40,1,9201,2
184,54,2,6501,30
78,59,2,3003,19
2154,85,1,9905,11
2701,89,4,1901,22
763,46,2,3202,6
1844,18,2,3703,15
717,57,1,401,16
778,46,2,3201,5
540,88,1,7801,20
2981,81,4,502,57
1702,18,1,3801,9
473,61,1,9052,40
1856,18,2,3704,15
2467,57,4,406,16
212,84,2,701,55
452,57,1,404,0
1499,45,1,2502,47
1367,82,1,301,29
327,40,1,9202,2
2332,57,4,403,0
879,54,1,6501,30
69,59,2,3004,18
2066,96,1,7102,13
211,84,2,701,55
2610,40,4,9202,31
51,84,3,701,53
2085,81,1,501,60
2674,89,4,1901,23
2566,18,4,3801,9
2637,86,4,201,36
1329,57,3,404,16
647,39,2,8001,1
922,67,1,6403,63
191,84,1,701,55
1275,57,3,405,0
999,86,1,201,28
2112,81,1,553,57
2837,88,4,7801,20
1094,57,1,406,16
1988,96,1,7101,17
1328,57,3,406,16
282,46,1,3202,5
2505,84,4,702,55
21,56,1,7702,80
1940,18,3,3701,15
1899,18,2,3704,9
1725,95,1,3801,26
3002,80,4,9951,71
2419,57,4,407,16
2518,75,4,901,43
3087,96,4,7103,17
635,39,2,8001,35
2683,89,4,1901,23
980,45,3,2502,27
1624,54,3,6501,24
122,59,3,3001,46
1000,86,1,201,28
604,88,3,7801,8
712,57,1,405,16
1657,54,3,6501,30
2430,57,4,404,16
2516,75,4,901,50
1803,96,3,7101,17
2769,59,4,3004,18
1072,57,1,401,16
1050,57,1,402,0
3163,67,4,6402,63
2388,57,4,405,0
600,88,3,7801,8
1247,57,2,405,16
2590,40,4,9201,2
2416,57,4,404,16
1680,18,1,3701,15
312,75,1,901,50
2891,54,4,6501,24
1459,45,1,2501,27
185,84,1,701,55
1831,18,2,3702,15
2794,46,4,3201,5
417,49,2,7201,3
2700,89,4,1901,22
154,54,2,6501,24
2924,54,4,6501,30
1238,57,2,406,16
3004,85,4,9901,11
719,57,1,407,16
2537,18,4,3702,9
434,49,3,7201,3
54,84,3,701,53
