shape_id,shape_pt_sequence,shape_pt_lat,shape_pt_lon,shape_dist_traveled
RT7NB01,45,47.981300,-122.207146,13.915
RT7NB01,46,47.981819,-122.203979,14.158
RT7NB01,47,47.983028,-122.201370,14.394
RT7NB01,48,47.987354,-122.201263,14.875
RT7NB01,49,47.990322,-122.201172,15.205
RT7NB01,50,47.992718,-122.201118,15.471
RT7NB01,51,47.994080,-122.201088,15.623
RT7NB01,52,47.997894,-122.200981,16.047
RT7NB01,53,48.000526,-122.200912,16.34
RT7NB01,54,48.005501,-122.200294,16.895
RT7SB01,1,48.005501,-122.200294,0.0
RT7SB01,2,48.003860,-122.200111,0.183
RT7SB01,3,48.001865,-122.201149,0.418
RT7SB01,4,47.998665,-122.201241,0.774
RT7SB01,5,47.996082,-122.201294,1.061
RT7SB01,6,47.993454,-122.201363,1.353
RT7SB01,7,47.992111,-122.201385,1.503
RT7SB01,8,47.989567,-122.201469,1.786
RT7SB01,9,47.986774,-122.201530,2.096
RT7SB01,10,47.984127,-122.201599,2.391
RT7SB01,11,47.981979,-122.202644,2.642
RT7SB01,12,47.981304,-122.207245,2.992
RT7SB01,13,47.979561,-122.207298,3.186
RT7SB01,14,47.977318,-122.207230,3.436
RT7SB01,15,47.976547,-122.204865,3.631
RT7SB01,16,47.974426,-122.197998,4.194
RT7SB01,17,47.974121,-122.199783,4.332
RT7SB01,18,47.977150,-122.201393,4.689
RT7SB01,19,47.979313,-122.202759,4.95
RT7SB01,20,47.979332,-122.205528,5.156
RT7SB01,21,47.979370,-122.207748,5.322
RT7SB01,22,47.979393,-122.209755,5.471
RT7SB01,23,47.976086,-122.211510,5.861
RT7SB01,24,47.973579,-122.211395,6.14
RT7SB01,25,47.970894,-122.211281,6.439
RT7SB01,26,47.968689,-122.211182,6.684
RT7SB01,27,47.965786,-122.211044,7.007
RT7SB01,28,47.962395,-122.210938,7.384
RT7SB01,29,47.959042,-122.211395,7.759
RT7SB01,30,47.955006,-122.213272,8.229
RT7SB01,31,47.951431,-122.213928,8.629
RT7SB01,32,47.949139,-122.214790,8.892
RT7SB01,33,47.945747,-122.216324,9.286
RT7SB01,34,47.944180,-122.217026,9.468
RT7SB01,35,47.940998,-122.217888,9.828
RT7SB01,36,47.938950,-122.218468,10.059
RT7SB01,37,47.934795,-122.219566,10.529
RT7SB01,38,47.931755,-122.220398,10.872
RT7SB01,39,47.929874,-122.221085,11.088
RT7SB01,40,47.927605,-122.222954,11.376
RT7SB01,41,47.925571,-122.224854,11.643
RT7SB01,42,47.920998,-122.229095,12.241
RT7SB01,43,47.918808,-122.231155,12.529
RT7SB01,44,47.915794,-122.234001,12.926
RT7SB01,45,47.913776,-122.235863,13.19
RT7SB01,46,47.912216,-122.237320,13.394
RT7SB01,47,47.909752,-122.239639,13.718
RT7SB01,48,47.906776,-122.242386,14.107
RT7SB01,49,47.905766,-122.237236,14.507
RT7SB01,50,47.906902,-122.232994,14.848
RT7SB01,51,47.908295,-122.227669,15.274
RT7SB01,52,47.909824,-122.221939,15.734
RT7SB01,53,47.910736,-122.218552,16.006
RT7SB01,54,47.907787,-122.216728,16.361
RT7SB01,55,47.908085,-122.213638,16.593
RT7SB02_WCAS,1,48.005501,-122.200294,0.0
RT7SB02_WCAS,2,48.003860,-122.200111,0.183
RT7SB02_WCAS,3,48.001865,-122.201149,0.418
RT7SB02_WCAS,4,47.998665,-122.201241,0.774
RT7SB02_WCAS,5,47.996082,-122.201294,1.061
RT7SB02_WCAS,6,47.993454,-122.201363,1.353
RT7SB02_WCAS,7,47.992111,-122.201385,1.503
RT7SB02_WCAS,8,47.989567,-122.201469,1.786
RT7SB02_WCAS,9,47.986774,-122.201530,2.096
RT7SB02_WCAS,10,47.984127,-122.201599,2.391
RT7SB02_WCAS,11,47.981979,-122.202644,2.642
RT7SB02_WCAS,12,47.981304,-122.207245,2.992
RT7SB02_WCAS,13,47.979561,-122.207298,3.186
RT7SB02_WCAS,14,47.977318,-122.207230,3.436
RT7SB02_WCAS,15,47.976547,-122.204865,3.631
RT7SB02_WCAS,16,47.974426,-122.197998,4.194
RT7SB02_WCAS,17,47.974121,-122.199783,4.332
RT7SB02_WCAS,18,47.977150,-122.201393,4.689
RT7SB02_WCAS,19,47.979313,-122.202759,4.95
RT7SB02_WCAS,20,47.979332,-122.205528,5.156
RT7SB02_WCAS,21,47.979370,-122.207748,5.322
RT7SB02_WCAS,22,47.979393,-122.209755,5.471
RT7SB02_WCAS,23,47.976086,-122.211510,5.861
RT7SB02_WCAS,24,47.973579,-122.211395,6.14
RT7SB02_WCAS,25,47.970894,-122.211281,6.439
RT7SB02_WCAS,26,47.968689,-122.211182,6.684
RT7SB02_WCAS,27,47.965786,-122.211044,7.007
RT7SB02_WCAS,28,47.962395,-122.210938,7.384
RT7SB02_WCAS,29,47.959042,-122.211395,7.759
RT7SB02_WCAS,30,47.955006,-122.213272,8.229
RT7SB02_WCAS,31,47.951431,-122.213928,8.629
RT7SB02_WCAS,32,47.949139,-122.214790,8.892
RT7SB02_WCAS,33,47.945747,-122.216324,9.286
RT7SB02_WCAS,34,47.944180,-122.217026,9.468
RT7SB02_WCAS,35,47.940998,-122.217888,9.828
RT7SB02_WCAS,36,47.938950,-122.218468,10.059
RT7SB02_WCAS,37,47.934795,-122.219566,10.529
RT7SB02_WCAS,38,47.931755,-122.220398,10.872
RT7SB02_WCAS,39,47.929874,-122.221085,11.088
RT7SB02_WCAS,40,47.927605,-122.222954,11.376
RT7SB02_WCAS,41,47.925571,-122.224854,11.643
RT7SB02_WCAS,42,47.922012,-122.228851,12.138
RT7SB02_WCAS,43,47.922009,-122.233253,12.466
RT7SB02_WCAS,44,47.921951,-122.236099,12.678
RT7SB02_WCAS,45,47.921967,-122.237831,12.807
RT7SB02_WCAS,46,47.921921,-122.241608,13.089
RT7SB02_WCAS,47,47.921906,-122.243462,13.227
RT7SB02_WCAS,48,47.921867,-122.246834,13.478
RT7SB02_WCAS,49,47.921867,-122.250206,13.729
RT7SB02_WCAS,50,47.921883,-122.253006,13.938
RT7SB02_WCAS,51,47.921936,-122.258553,14.351
RT7SB02_WCAS,52,47.921093,-122.262970,14.694
RT7SB02_WCAS,53,47.920109,-122.265091,14.886
RT7SB02_WCAS,54,47.920166,-122.270279,15.273
RT7SB02_WCAS,55,47.920998,-122.229095,18.343
RT7SB02_WCAS,56,47.918808,-122.231155,18.631
RT7SB02_WCAS,57,47.915794,-122.234001,19.027
RT7SB02_WCAS,58,47.913776,-122.235863,19.291
RT7SB02_WCAS,59,47.912216,-122.237320,19.496
RT7SB02_WCAS,60,47.909752,-122.239639,19.82
RT7SB02_WCAS,61,47.906776,-122.242386,20.209
RT7SB02_WCAS,62,47.905766,-122.237236,20.609
RT7SB02_WCAS,63,47.906902,-122.232994,20.949
RT7SB02_WCAS,64,47.908295,-122.227669,21.375
RT7SB02_WCAS,65,47.909824,-122.221939,21.835
RT7SB02_WCAS,66,47.910736,-122.218552,22.107
RT7SB02_WCAS,67,47.907787,-122.216728,22.462
RT7SB02_WCAS,68,47.908085,-122.213638,22.695
RT8NB01,1,47.890163,-122.258759,0.0
RT8NB01,2,47.896416,-122.262329,0.745
RT8NB01,3,47.896370,-122.255844,1.228
RT8NB01,4,47.894665,-122.256813,1.431
RT8NB01,5,47.897388,-122.250786,1.973
RT8NB01,6,47.904903,-122.243767,2.959
RT8NB01,7,47.906986,-122.241806,3.233
RT8NB01,8,47.909409,-122.239571,3.549
RT8NB01,9,47.911091,-122.237991,3.77
RT8NB01,10,47.912395,-122.236771,3.941
RT8NB01,11,47.914165,-122.235107,4.174
RT8NB01,12,47.916698,-122.232758,4.506
RT8NB01,13,47.919621,-122.230019,4.89
RT8NB01,14,47.922012,-122.228851,5.169
RT8NB01,15,47.922009,-122.233253,5.497
RT8NB01,16,47.921951,-122.236099,5.709
RT8NB01,17,47.921967,-122.237831,5.839
RT8NB01,18,47.924438,-122.240356,6.172
RT8NB01,19,47.928051,-122.243332,6.63
RT8NB01,20,47.929424,-122.246780,6.929
RT8NB01,21,47.931515,-122.249123,7.22
RT8NB01,22,47.934662,-122.250839,7.593
RT8NB01,23,47.935925,-122.251671,7.746
RT8NB01,24,47.938992,-122.253693,8.119
RT8NB01,25,47.941799,-122.255470,8.458
RT8NB01,26,47.942623,-122.256630,8.584
RT8NB01,27,47.941414,-122.259666,8.847
RT8NB01,28,47.941120,-122.264244,9.19
RT8NB01,29,47.941044,-122.266434,9.353
RT8NB01,30,47.938816,-122.267845,9.622
RT8NB01,31,47.936970,-122.264427,9.949
RT8NB01,32,47.934326,-122.261436,10.318
RT8NB01,33,47.930801,-122.260010,10.724
RT8NB01,34,47.929573,-122.254890,11.129
RT8NB01,35,47.931515,-122.249123,11.61
RT8NB01,36,47.934662,-122.250839,11.983
RT8NB01,37,47.935925,-122.251671,12.136
RT8NB01,38,47.938992,-122.253693,12.509
RT8NB01,39,47.941799,-122.255470,12.848
RT8NB01,40,47.942772,-122.255516,12.956
RT8NB01,41,47.943493,-122.250542,13.335
RT8NB01,42,47.943913,-122.244034,13.822
RT8NB01,43,47.944443,-122.240379,14.101
RT8NB01,44,47.944069,-122.237823,14.296
RT8NB01,45,47.944592,-122.235428,14.483
RT8NB01,46,47.944462,-122.231522,14.775
RT8NB01,47,47.941925,-122.229568,15.092
RT8NB01,48,47.941090,-122.228622,15.209
RT8NB01,49,47.938454,-122.228508,15.502
RT8NB01,50,47.936962,-122.228485,15.668
RT8NB01,51,47.936317,-122.224342,15.985
RT8NB01,52,47.936111,-122.217949,16.461
RT8NB01,53,47.936176,-122.214363,16.729
RT8NB01,54,47.936214,-122.210075,17.048
RT8NB01,55,47.936211,-122.205971,17.354
RT8NB01,56,47.936199,-122.203300,17.553
RT8NB01,57,47.937775,-122.199249,17.902
RT8NB01,58,47.941437,-122.199532,18.31
RT8NB01,59,47.943699,-122.199669,18.561
RT8NB01,60,47.945938,-122.199821,18.811
RT8NB01,61,47.949055,-122.200012,19.157
RT8NB01,62,47.956657,-122.200508,20.004
RT8NB01,63,47.967754,-122.200974,21.238
RT8NB01,64,47.970451,-122.201111,21.538
RT8NB01,65,47.972576,-122.201202,21.774
RT8NB01,66,47.973988,-122.200195,21.948
RT8NB01,67,47.974228,-122.197594,22.144
RT8NB02,1,47.890163,-122.258759,0.0
RT8NB02,2,47.896416,-122.262329,0.745
RT8NB02,3,47.896370,-122.255844,1.228
RT8NB02,4,47.894665,-122.256813,1.431
RT8NB02,5,47.897388,-122.250786,1.973
RT8NB02,6,47.904903,-122.243767,2.959
RT8NB02,7,47.906986,-122.241806,3.233
RT8NB02,8,47.909409,-122.239571,3.549
RT8NB02,9,47.911091,-122.237991,3.77
RT8NB02,10,47.912395,-122.236771,3.941
RT8NB02,11,47.914165,-122.235107,4.174
RT8NB02,12,47.916698,-122.232758,4.506
RT8NB02,13,47.919621,-122.230019,4.89
RT8NB02,14,47.922012,-122.228851,5.169
RT8NB02,15,47.922009,-122.233253,5.497
RT8NB02,16,47.921951,-122.236099,5.709
RT8NB02,17,47.921967,-122.237831,5.839
RT8NB02,18,47.924438,-122.240356,6.172
RT8NB02,19,47.928051,-122.243332,6.63
RT8NB02,20,47.929424,-122.246780,6.929
RT8NB02,21,47.931515,-122.249123,7.22
RT8NB02,22,47.934662,-122.250839,7.593
RT8NB02,23,47.935925,-122.251671,7.746
RT8NB02,24,47.938992,-122.253693,8.119
RT8NB02,25,47.941799,-122.255470,8.458
RT8NB02,26,47.942772,-122.255516,8.566
RT8NB02,27,47.943493,-122.250542,8.945
RT8NB02,28,47.943913,-122.244034,9.432
RT8NB02,29,47.944443,-122.240379,9.711
RT8NB02,30,47.944069,-122.237823,9.906
RT8NB02,31,47.944592,-122.235428,10.093
RT8NB02,32,47.944462,-122.231522,10.385
RT8NB02,33,47.941925,-122.229568,10.702
RT8NB02,34,47.941090,-122.228622,10.819
RT8NB02,35,47.938454,-122.228508,11.112
RT8NB02,36,47.936962,-122.228485,11.278
RT8NB02,37,47.936317,-122.224342,11.595
RT8NB02,38,47.936111,-122.217949,12.071
RT8NB02,39,47.936176,-122.214363,12.339
RT8NB02,40,47.936214,-122.210075,12.658
RT8NB02,41,47.936211,-122.205971,12.964
RT8NB02,42,47.936199,-122.203300,13.163
RT8NB02,43,47.937775,-122.199249,13.512
RT8NB02,44,47.941437,-122.199532,13.92
RT8NB02,45,47.943699,-122.199669,14.171
RT8NB02,46,47.945938,-122.199821,14.42
RT8NB02,47,47.949055,-122.200012,14.767
RT8NB02,48,47.956657,-122.200508,15.613
RT8NB02,49,47.967754,-122.200974,16.848
RT8NB02,50,47.970451,-122.201111,17.148
RT8NB02,51,47.972576,-122.201202,17.384
RT8NB02,52,47.973988,-122.200195,17.558
RT8NB02,53,47.974228,-122.197594,17.754
RT8SB01,1,47.974228,-122.197594,0.0
RT8SB01,2,47.974121,-122.199783,0.163
RT8SB01,3,47.972881,-122.201485,0.351
RT8SB01,4,47.970406,-122.201363,0.626
RT8SB01,5,47.967155,-122.201233,0.988
RT8SB01,6,47.956734,-122.200623,2.147
RT8SB01,7,47.948467,-122.200081,3.067
RT8SB01,8,47.945286,-122.199883,3.421
RT8SB01,9,47.942986,-122.199745,3.677
RT8SB01,10,47.940960,-122.199615,3.903
RT8SB01,11,47.939022,-122.199524,4.118
RT8SB01,12,47.936321,-122.203720,4.552
RT8SB01,13,47.936317,-122.205376,4.675
RT8SB01,14,47.936337,-122.209892,5.012
RT8SB01,15,47.936295,-122.213493,5.28
RT8SB01,16,47.936268,-122.217430,5.573
RT8SB01,17,47.936401,-122.222633,5.961
RT8SB01,18,47.936474,-122.225853,6.201
RT8SB01,19,47.938156,-122.228371,6.466
RT8SB01,20,47.941196,-122.228500,6.804
RT8SB01,21,47.942631,-122.230827,7.04
RT8SB01,22,47.945110,-122.233078,7.363
RT8SB01,23,47.944592,-122.235641,7.562
RT8SB01,24,47.944523,-122.239235,7.83
RT8SB01,25,47.944183,-122.243668,8.162
RT8SB01,26,47.943523,-122.251816,8.773
RT8SB01,27,47.942211,-122.255882,9.11
RT8SB01,28,47.939804,-122.254387,9.399
RT8SB01,29,47.936867,-122.252457,9.756
RT8SB01,30,47.934769,-122.251083,10.011
RT8SB01,31,47.933750,-122.250427,10.134
RT8SB01,32,47.929981,-122.247902,10.594
RT8SB01,33,47.929714,-122.255386,11.152
RT8SB01,34,47.930992,-122.260078,11.53
RT8SB01,35,47.935009,-122.261711,11.993
RT8SB01,36,47.937157,-122.265282,12.35
RT8SB01,37,47.937729,-122.267685,12.54
RT8SB01,38,47.939468,-122.267662,12.733
RT8SB01,39,47.940987,-122.263748,13.07
RT8SB01,40,47.941086,-122.260590,13.306
RT8SB01,41,47.942211,-122.255882,13.678
RT8SB01,42,47.939804,-122.254387,13.968
RT8SB01,43,47.936867,-122.252457,14.325
RT8SB01,44,47.934769,-122.251083,14.58
RT8SB01,45,47.933750,-122.250427,14.703
RT8SB01,46,47.929981,-122.247902,15.162
RT8SB01,47,47.927887,-122.243233,15.581
RT8SB01,48,47.925140,-122.240776,15.937
RT8SB01,49,47.921810,-122.238983,16.331
RT8SB01,50,47.921776,-122.236473,16.518
RT8SB01,51,47.921848,-122.230515,16.962
RT8SB01,52,47.920998,-122.229095,17.104
RT8SB01,53,47.918808,-122.231155,17.392
RT8SB01,54,47.915794,-122.234001,17.788
RT8SB01,55,47.913776,-122.235863,18.052
RT8SB01,56,47.912216,-122.237320,18.257
RT8SB01,57,47.909752,-122.239639,18.581
RT8SB01,58,47.906776,-122.242386,18.97
RT8SB01,59,47.903507,-122.245445,19.399
RT8SB01,60,47.900677,-122.248108,19.771
RT8SB01,61,47.898159,-122.250504,20.103
RT8SB01,62,47.895325,-122.253098,20.473
RT8SB01,63,47.892780,-122.255669,20.815
RT8SB01,64,47.890163,-122.258759,21.186
RT8SB02,1,47.974228,-122.197594,0.0
RT8SB02,2,47.974121,-122.199783,0.163
RT8SB02,3,47.972881,-122.201485,0.351
RT8SB02,4,47.970406,-122.201363,0.626
RT8SB02,5,47.967155,-122.201233,0.988
RT8SB02,6,47.956734,-122.200623,2.147
RT8SB02,7,47.948467,-122.200081,3.067
RT8SB02,8,47.945286,-122.199883,3.421
RT8SB02,9,47.942986,-122.199745,3.677
RT8SB02,10,47.940960,-122.199615,3.903
RT8SB02,11,47.939022,-122.199524,4.118
RT8SB02,12,47.936321,-122.203720,4.552
RT8SB02,13,47.936317,-122.205376,4.675
RT8SB02,14,47.936337,-122.209892,5.012
RT8SB02,15,47.936295,-122.213493,5.28
RT8SB02,16,47.936268,-122.217430,5.573
RT8SB02,17,47.936401,-122.222633,5.961
RT8SB02,18,47.936474,-122.225853,6.201
RT8SB02,19,47.938156,-122.228371,6.466
RT8SB02,20,47.941196,-122.228500,6.804
RT8SB02,21,47.942631,-122.230827,7.04
RT8SB02,22,47.945110,-122.233078,7.363
RT8SB02,23,47.944592,-122.235641,7.562
RT8SB02,24,47.944523,-122.239235,7.83
RT8SB02,25,47.944183,-122.243668,8.162
RT8SB02,26,47.943523,-122.251816,8.773
RT8SB02,27,47.942211,-122.255882,9.11
RT8SB02,28,47.939804,-122.254387,9.399
RT8SB02,29,47.936867,-122.252457,9.756
RT8SB02,30,47.934769,-122.251083,10.011
RT8SB02,31,47.933750,-122.250427,10.134
RT8SB02,32,47.929981,-122.247902,10.594
RT8SB02,33,47.927887,-122.243233,11.012
RT8SB02,34,47.925140,-122.240776,11.369
RT8SB02,35,47.921810,-122.238983,11.762
RT8SB02,36,47.921776,-122.236473,11.949
RT8SB02,37,47.921848,-122.230515,12.393
RT8SB02,38,47.920998,-122.229095,12.535
RT8SB02,39,47.918808,-122.231155,12.823
RT8SB02,40,47.915794,-122.234001,13.22
RT8SB02,41,47.913776,-122.235863,13.484
RT8SB02,42,47.912216,-122.237320,13.688
RT8SB02,43,47.909752,-122.239639,14.012
RT8SB02,44,47.906776,-122.242386,14.401
RT8SB02,45,47.903507,-122.245445,14.83
RT8SB02,46,47.900677,-122.248108,15.202
RT8SB02,47,47.898159,-122.250504,15.535
RT8SB02,48,47.895325,-122.253098,15.904
RT8SB02,49,47.892780,-122.255669,16.246
RT8SB02,50,47.890163,-122.258759,16.617
